name, math, english, programming_1, programming_2, statistics, business
Cynthia Ayala,75,70,14,91,86
Tina Merriman,64,84,43,30,42
Robert Gries,26,31,95,16,67
Mildred Asam,26,2,32,42,38
Karen Ripley,16,66,90,43,87
Cathy Green,78,43,80,43,14
Raymond Munguia,99,27,96,13,63
Martha Deleon,43,59,11,78,90
Carlos Finkle,63,79,84,47,80
Richard Bottorff,16,61,48,2,36
Corey Taylor,36,10,88,72,94
Doreen Kupper,51,78,84,29,56
Amanda Augustin,95,89,37,36,97
Linda Johnson,37,0,55,74,36
Kevin Wiggs,53,76,77,95,69
Ashlee Oliver,53,36,85,18,51
Rose Warrington,22,72,81,92,84
Otto Melchor,72,19,25,71,23
Natalie Archila,41,14,35,69,24
Shane Lambert,94,67,13,85,60
Charlotte Dollar,59,60,92,43,37
Jennifer Jackson,50,32,14,37,28
Joann Fortson,97,49,70,24,79
Jaime Granado,58,14,91,68,34
Betty Patton,87,98,75,14,8
Kimberly Davis,46,54,13,100,94
Lester Moreland,40,50,24,62,65
Jewell Paul,2,68,86,38,35
Henry Hankerson,74,51,36,70,89
Jerry Mott,92,5,4,94,23
Lionel Savitch,82,14,14,57,74
Steven Torres,59,65,3,34,3
Mary Alvarez,92,41,36,6,7
Vicki Allen,7,99,64,16,5
Steven Thomas,17,94,92,39,27
Ronald Harris,63,53,1,65,58
John Lozano,82,90,63,56,90
Holly Mcginty,75,25,89,50,19
Robert Ross,80,80,39,88,40
Nathan Webber,57,35,99,23,98
Carol Sagar,36,10,89,92,1
James Mcfarland,75,23,47,51,66
Steven Mcneil,12,2,26,1,99
Janice Kayser,51,62,93,28,22
Arthur Berg,46,83,61,86,25
Mary Herrington,60,81,1,43,19
Jessie Moore,9,1,32,82,51
Tony Imperato,60,49,52,34,89
Janet Mcdevitt,91,3,99,99,78
Lisa Stieger,22,100,23,4,73
Erma Smith,73,54,45,53,51
Emma Griffin,3,91,94,25,32
Frank Regnier,14,0,3,21,77
Robert Rogers,59,86,69,43,14
Daniel Aguirre,29,36,28,72,14
Yvonne Stickland,38,81,63,55,80
James Ortiz,21,98,85,37,29
William Sowards,93,29,92,71,85
Lori Perez,21,8,15,9,51
Danielle Horton,54,87,94,93,71
Tracy Samson,51,88,77,63,95
Wade Muney,60,41,76,5,82
Melissa Griffith,96,30,27,88,62
Rhonda Daley,90,56,61,22,71
Beth Gauthier,85,85,3,50,92
Francis Daisy,53,27,35,49,69
Eddy Holmes,19,11,3,5,98
Martin Kelly,69,57,44,5,12
Cinthia Jackson,61,56,78,38,32
Maybell Cruz,81,8,97,69,56
Jose Brito,93,80,25,34,47
David Traub,17,24,57,50,16
Anne Milligan,87,12,93,26,53
Maria Hatfield,90,14,58,17,30
Erin Mccurry,47,50,37,64,24
Miguel Brown,85,23,62,86,0
Tera Brown,79,70,51,20,40
Nathaniel Wiseman,100,69,80,46,4
William Davis,46,22,31,64,11
Kimberly Peron,27,52,19,80,9
Michael Salmons,22,76,39,20,58
Aubrey Mccarthy,36,39,41,11,31
Francisco Weber,35,23,33,86,88
Bryant Hayslett,85,61,48,42,70
Helen Perry,50,89,7,9,61
William Austin,95,6,29,16,84
John Brown,47,27,5,74,39
Luella Tolman,77,42,79,35,80
Clifton Coleman,27,0,54,10,57
Charlie Zona,11,32,3,83,77
Theresa Reed,39,9,46,80,17
Donna Jones,83,60,6,95,65
Susannah Kennedy,12,66,47,45,100
Corey Norfleet,71,67,3,4,95
Brenda Cook,34,2,97,10,63
Blake Crawford,56,4,87,96,78
Mildred Held,63,30,70,62,3
Thelma Garrison,59,18,64,59,64
Carlos Smith,98,84,21,70,71
Kimberly Wentz,45,27,28,12,8
June Mildren,100,20,1,70,68
Royce Phillips,6,100,35,80,76
Susan Veyna,100,65,65,70,5
Roxie Gibson,29,29,21,8,73
Bill Hale,93,16,44,74,82
Lawrence Mauney,91,66,45,79,11
Kimi Pollard,44,44,88,12,2
Paula Minder,16,66,42,62,36
Gail Shay,42,90,98,19,79
Louis Richter,70,87,22,41,72
Ana Ramirez,72,82,14,38,9
Chris Benedict,59,92,49,56,36
Henry Albrecht,54,7,45,53,7
Ashley Locorriere,22,75,70,90,0
Roy Arenas,29,59,15,54,92
Cleo Speight,70,9,34,6,59
David Laporta,9,57,30,52,44
Paul Mcinnis,74,4,41,37,93
Timothy Spann,72,9,60,37,71
Joshua Yates,88,0,37,34,49
Valarie Wolfe,10,10,1,47,37
Mary Mouzon,35,32,22,87,76
Edward Schaller,17,21,33,99,39
Patricia Jackson,7,57,13,73,7
Pedro Lehnen,69,58,26,46,90
Mildred Latham,83,54,2,76,98
Michael Greenawalt,5,68,96,23,17
Cindy Howell,10,76,14,34,85
Chad Poole,12,19,13,19,76
Kimberly Heald,39,44,70,49,37
Bronwyn Perron,14,20,32,29,10
Dustin Lewis,86,77,64,95,29
Joy Mitchell,75,53,87,58,99
Rhonda Sahota,46,74,25,81,33
Edward Fulton,87,76,95,0,18
Robin Johnson,2,43,78,80,42
Bill Willis,95,78,30,34,30
George Johnson,90,8,18,40,50
Krystal Trier,54,36,84,22,93
Barbara Tremblay,88,33,48,72,12
Terry Hinger,25,70,75,94,53
Frank Childress,79,83,54,11,78
Kate Luna,62,22,77,61,80
Karen Esposito,98,47,34,71,67
Dixie Sandage,56,80,61,73,59
Nora Hopkins,32,2,76,87,98
Deborah Christian,96,7,58,100,32
Melody Johnson,74,58,68,32,74
Lilian Hodge,63,63,5,89,98
Randy Smith,64,61,91,64,55
James Eiland,98,28,75,74,69
Stephanie Quinones,87,63,37,41,83
Michael Mrotek,66,43,81,53,1
Lawrence Meraz,16,93,40,34,97
Jamie Johnson,19,62,20,45,23
Brenda Eiselein,5,64,0,68,33
Isabelle Lee,40,71,29,27,4
Denise Boyle,33,45,44,70,94
Craig Howard,59,32,26,79,93
Leon Noonkester,46,100,65,96,92
Dale Schmidt,31,81,17,97,58
Margie Posthuma,93,68,95,78,23
Donald Puentes,64,81,71,87,57
Robert Scott,45,76,79,8,46
Charles Magnusson,23,22,79,72,17
Dominic Duffy,65,4,28,12,82
Debra Bishop,82,67,2,71,33
Carol Rave,84,73,85,13,42
Theresa Smith,47,11,93,96,54
Paul Bair,10,63,29,100,52
Maryanne Loera,56,61,94,5,66
Jerry Chambers,52,19,1,100,67
Joseph Rodwell,30,26,43,51,23
Mary Wilder,14,70,53,74,52
Hazel Edmund,11,63,23,79,30
Donald Smith,51,97,50,77,7
Rose Pacheco,57,1,85,26,2
Jeffrey Larsen,75,23,47,26,47
Dorothy Rivera,68,91,2,26,97
Alfred Mcinnis,79,48,7,67,43
Christopher Webb,11,67,9,55,74
Richard Dively,15,25,25,62,63
Christine Keel,12,52,68,7,67
Laura Hubbard,13,23,46,30,22
Shirley Rios,47,25,11,72,18
Kelly Roll,55,72,5,34,12
Kristen King,75,96,97,50,44
Doris Lassiter,88,69,35,52,16
Wendy Smith,11,69,98,41,32
John Garza,1,53,41,93,57
Ruben Scott,86,69,13,68,47
Julio Culpepper,46,75,21,59,59
Lewis Spencer,88,55,43,28,78
Denise Greenlaw,16,36,49,63,11
Craig Ridenour,41,6,19,30,79
William Davidson,26,27,86,28,84
Sharon Feldt,81,71,40,12,71
Mimi Ruiz,79,35,45,18,97
Carlos Dilley,36,70,19,1,99
Patricia Stamps,53,84,60,67,69
Marie Jacobi,9,54,29,35,20
Michael Dunn,93,100,81,33,64
Imogene Justice,85,27,76,73,46
Nicole Snyder,1,70,74,2,23
Anna Brummer,27,9,98,47,64
Charlene Eggert,84,67,33,19,48
Dorothy Kennon,27,72,19,14,6
David Murphy,14,11,21,78,33
Margaret Bisonette,91,39,21,21,12
Joel Dent,79,1,71,69,55
Esther Barreto,30,69,47,6,38
Donald Medcalf,11,17,13,30,56
Alicia Davis,76,40,85,93,26
Benny Boyle,47,28,62,49,38
Matthew Appel,71,72,2,29,73
Juan Holt,80,88,77,17,27
Billie Duffy,41,13,61,89,81
Deanna Brown,98,67,74,44,26
Michael Vandergriff,35,6,36,67,10
Marcel Spueler,100,100,57,27,30
Blanca Jenkins,98,15,41,14,77
Christopher Vantassel,78,9,5,90,41
Patricia Conrow,66,98,17,3,56
William Benjamen,50,36,92,49,98
Tina Brunson,78,86,22,7,72
Sara Cole,95,6,46,52,66
Lori Crump,7,39,94,43,67
Esther Kitchens,47,29,50,0,38
Maria Whitten,12,38,90,69,38
Pablo Stanley,95,24,3,95,67
Buck Brosnan,88,80,95,21,53
Jeffrey Stahl,7,85,74,83,87
Carol Wise,84,94,55,80,40
Ivan Odom,62,76,35,54,100
Laurie Mcelwaine,50,98,23,8,82
Bernard English,47,90,1,25,46
Gladys Reyes,43,97,25,72,60
Bobbi Gibson,53,15,98,39,54
Oliver Reese,7,20,53,15,42
Kelly January,83,94,43,20,19
Brian Mcculloch,22,9,1,41,0
Eric Maher,17,94,27,12,31
Guillermo Ostermann,38,1,0,62,45
Harry Marshall,78,57,18,36,62
Loretta Pereira,27,93,71,9,90
Robert Roberts,89,62,5,24,97
Charles Valenzuela,96,28,10,37,4
Jared Isaacs,77,83,39,4,30
Patrick Harp,42,43,33,65,70
Anita Ocampo,3,66,97,60,83
Joyce Hamilton,36,22,87,27,94
Pearl Jenkins,97,54,71,77,47
Helen Chesser,14,60,83,44,36
Billy Sanders,54,98,70,66,16
Nancy Osborne,100,44,87,73,11
Paul Grignon,54,51,8,97,9
Mary Bilotto,65,25,29,40,24
Dorothy Purcell,29,100,92,70,73
Kimberly Henderson,5,61,20,75,72
Jacqueline Maher,33,40,90,9,41
Jill Smallwood,97,16,26,44,19
Rodney Notis,83,87,90,31,44
Brenda Morris,14,29,48,74,75
Robert Sloan,24,37,33,56,65
Brenda Moody,36,63,83,88,26
James Gompf,33,42,27,99,53
Mary Grays,29,76,33,43,23
Miguel Perry,39,48,62,52,77
Sue Fournier,47,31,62,6,15
Sandra Nardella,26,80,71,24,51
Clyde Harris,41,89,31,94,0
Jacquelyn Dobiesz,83,8,3,41,27
Ethel Miller,25,57,73,22,10
Un Lewis,17,84,73,29,75
Shelly Horton,6,51,63,28,53
Elva Miller,6,68,32,45,24
Kevin Bowman,82,93,58,76,64
Geneva Westerman,3,83,96,57,72
John Lizotte,86,35,95,11,40
Willard Igtanloc,45,29,50,13,78
Patrick Mcdonald,63,50,88,61,17
Mari Boylan,17,20,64,82,94
Harriett Wingo,77,64,73,60,22
Woodrow Peterson,56,23,28,2,77
Lacy Menefield,26,30,1,12,19
Becky Flynn,5,5,47,92,84
Charles Russell,41,77,46,83,91
Diane Clayton,19,6,82,38,26
Yasmin Sorkin,97,77,67,80,25
Janis Trotman,24,89,66,72,82
Emmett Mclaughlin,4,69,49,43,50
George Lavole,85,64,13,80,55
Larry Evans,74,95,89,95,53
Brittany Manternach,17,97,77,12,41
Dale Laford,9,30,28,89,20
Olivia Lippert,39,21,33,41,47
Katie Ramiez,60,65,3,80,62
Owen Petty,3,68,42,90,57
Cynthia Crowder,44,96,75,83,38
John Macon,76,90,61,75,26
Patsy Bass,73,93,17,100,69
Kevin Hodge,97,64,58,85,92
Susan Woods,85,80,66,95,3
Joseph Morgan,95,4,57,92,62
Gary Ellsworth,97,9,94,40,92
Angela Fontaine,80,11,3,54,3
Regina Buffington,51,63,36,68,88
Jerome Zabinski,71,11,59,50,39
Rene Roman,84,19,31,64,12
Frankie Rataj,100,82,92,99,94
Ruth Martinez,92,20,86,6,1
Valerie Hurley,74,11,95,88,25
Simon Strauss,41,64,23,90,10
Kenneth Deal,25,31,22,25,51
Leonard Kittelberger,37,0,33,74,79
Cecil Joiner,87,78,5,54,42
Richard Kelly,16,50,73,6,63
Maria Piper,22,56,54,63,90
Al Garcia,42,4,40,47,62
Jackie Dingess,62,100,27,18,72
Kurt Braswell,60,26,100,81,33
Raymond Veit,45,9,13,28,87
Judith Taylor,52,88,24,7,73
Ramona Nunez,37,66,57,83,85
Angela Foust,57,15,15,6,29
Eric Varga,49,66,35,58,2
Leona Coombe,58,48,27,10,34
Michael Vallejos,49,49,70,15,66
Lydia Braziel,48,37,26,95,88
Andre Bivens,60,22,33,36,33
Corey Border,51,37,61,76,40
Karen Sweeney,91,79,93,59,68
Jean Kirby,22,75,58,99,8
John Guereca,32,58,45,70,57
John Flannery,5,16,73,90,40
Sandra Thomas,18,34,41,34,5
Scott Stapleton,83,66,24,39,15
Frances Kreitner,98,9,82,81,32
Eugene Geraldo,8,26,64,58,99
Nancy Hendrix,68,53,37,70,90
Chris Liestman,62,81,46,16,49
Theresa Yeager,65,82,44,27,89
Patricia Davenport,89,43,18,50,25
Adalberto Healey,11,26,86,9,50
Carlos Smith,20,95,89,40,52
Megan Carlos,2,23,36,17,49
Tiffany Kimbrough,99,48,16,57,24
Carolyn Craig,8,84,24,15,27
Joetta Gadd,2,6,32,4,65
Alfred Rogers,31,83,99,36,24
Amy Cannon,20,80,57,25,31
Kathleen Dunbar,95,28,59,36,83
Samuel Phillips,30,36,73,20,14
Michael Pectol,70,37,60,54,55
Eric Young,82,11,53,81,1
Betty Koerner,88,27,8,38,27
Staci Ward,100,70,40,21,26
Herman Clark,84,49,24,99,25
Delois Naylor,24,40,85,41,83
Jennie Chalmers,51,27,44,5,67
Helen Fieck,17,16,64,9,3
Brenda Keenan,85,59,83,54,50
Katherine Stephens,71,92,65,5,17
Charles Hebb,58,71,48,76,23
Regina Jones,60,42,24,58,41
Robert Young,67,23,30,43,64
George Vinroe,24,34,98,50,64
William Mills,40,25,6,69,30
Alan Waller,18,35,12,67,79
Lorraine Bush,93,37,92,85,49
Garth Benson,70,73,65,93,31
Elise Taylor,58,47,75,23,91
Anna Taylor,100,5,38,22,65
Phillip Perez,6,53,62,64,66
Michael Ansari,85,56,26,77,71
Eileen Maust,87,98,56,17,83
Thelma Arthur,97,66,49,77,94
Jennifer Mariani,5,31,39,82,24
Kimberly Crafford,24,32,72,35,62
Shannon Montgomery,29,38,77,29,15
Todd Kruger,61,27,41,57,50
Matthew Griner,54,54,97,75,3
Karen Fleming,10,84,29,9,32
Esther Braud,61,53,30,72,91
Josephine Ellinger,55,7,49,42,12
Jonathan Woodhouse,91,15,90,89,36
Leola Carrasco,63,53,14,48,61
Esther Kirk,13,68,63,59,66
Samuel Levi,23,86,83,82,89
April Bailey,75,95,30,82,53
Melvin Clark,41,9,43,28,27
Deanna Burton,15,41,27,54,29
William Hickey,9,79,77,44,25
Terry Naill,90,43,31,13,25
Annie Keef,54,11,29,82,58
Janet Timms,80,91,39,87,37
Constance Perez,5,87,89,3,45
Jesus Ibarra,5,14,22,47,35
Rufus Hernandes,9,24,43,72,12
John Tolman,39,21,0,81,57
Artie Locke,54,74,57,37,63
Sheila Shotkoski,17,72,58,83,95
Marcy Whitmore,55,71,14,78,4
Jammie Dibiase,46,22,89,15,72
Virginia Herrera,67,31,22,59,21
Mary Zeitler,1,64,67,18,86
Carmen Mays,94,44,78,35,2
Kenneth Cooley,28,41,18,96,51
Tonya Mckinney,8,74,2,98,87
John Cyrus,57,3,65,25,49
Margaret Modrak,8,88,18,10,71
Travis Walker,38,59,12,18,29
James Chase,47,71,62,39,6
Christopher Thomas,91,66,41,48,66
Kim Keegan,4,17,13,96,44
Patricia Kettle,73,80,17,11,33
Carol Evans,74,70,3,64,64
Betty Rucker,31,46,98,70,81
Benjamin Baker,52,75,10,98,23
Wanda Seville,95,48,7,85,72
Miguel Mcadams,73,78,70,65,59
Maureen Jenkins,72,47,35,80,35
Anne Moore,68,26,54,1,25
Lucille Burr,62,20,59,67,48
Susan Howard,37,51,3,56,25
Walter Krumroy,45,31,19,54,15
Phyllis Booker,72,89,21,20,7
Yolanda Coppola,31,55,83,38,68
Lourdes Ortiz,34,61,81,37,67
Oralee Hansen,43,96,74,52,35
Walter Forney,88,49,100,61,27
Diane Sneed,97,64,32,28,1
Fred Adams,79,97,28,12,66
Randall Cleavenger,30,75,23,64,79
Thomas Stone,8,99,33,86,80
Hazel Blaisdell,85,68,76,45,54
Catrina Hammons,20,27,61,88,6
Walter Boehman,47,4,87,0,62
Charles Wiley,74,55,13,20,65
Nancy Lopez,14,58,23,9,32
Casey Walsh,86,22,26,50,63
Patricia Devore,1,73,31,19,17
Marilyn Durham,40,27,65,71,24
Alta Johnston,47,25,6,31,99
Sydney Carlisle,56,25,1,15,33
Bryan Sheth,87,92,11,66,81
Lorie Wellenstein,75,10,66,81,75
Margaret Halley,7,62,1,61,2
Robert Nash,20,93,24,67,89
Jennifer Thompson,49,15,52,60,50
David Dodson,23,36,70,7,47
Jacquie Fuller,51,16,30,20,26
Joel Wooden,52,69,19,58,37
Jerry Decinti,82,5,85,56,21
Patricia Hodde,22,98,86,48,81
Miguel Egan,61,43,50,90,38
Richard Yung,39,11,15,63,46
Christiane Lacy,87,65,14,67,49
Wesley Denton,6,99,0,95,64
Laura Jackson,80,9,1,26,39
Alexandra Cepeda,44,39,45,0,94
Wayne Frain,65,93,27,86,23
Paul Lee,46,69,73,94,46
Mary Seawright,85,88,55,61,42
Elaine Franklin,54,74,53,90,45
Pamela Beard,10,89,42,11,77
Lois Tejada,67,26,31,21,29
April Nevin,90,87,47,89,8
Matthew Guetersloh,56,14,39,17,61
Olga Jones,46,76,31,87,50
Elizabeth Webb,75,82,16,51,62
David Deleon,34,8,25,12,6
Cassandra Hitchcock,45,14,93,49,81
Venus Hollie,56,99,90,100,20
Abraham Ramsdell,4,27,18,49,79
Daniel Wright,1,16,37,62,36
Hazel Morse,85,65,84,18,50
Matthew Meyer,75,76,64,16,63
Dewey Wood,94,61,71,46,32
Deidre Jones,9,93,89,65,75
Frank Smith,41,91,8,36,20
Prince Hamilton,19,4,68,98,38
Frank Salling,28,71,69,89,26
Diane Cummins,62,93,5,50,37
Lamonica Smith,3,51,70,71,63
Christina Lynch,53,14,87,26,84
Linda Cheatham,45,71,80,58,16
Chris Williams,86,36,69,50,75
Raymond Belville,17,36,9,23,88
Floyd Miles,91,11,46,14,92
Brett Brandes,59,58,49,39,55
Elmer Delorenzo,38,10,90,81,61
Geraldine Gulledge,71,71,85,56,82
Audrey Jaeger,36,8,18,0,55
Jodi Camacho,4,26,59,30,72
Carmen Antoine,44,76,91,45,18
Diane Nance,76,95,5,75,71
Kyle Cannon,25,48,14,66,53
Marcia Smith,9,69,46,96,66
Carrie Winslow,66,72,90,14,42
Anna Bailey,64,4,46,77,92
Brian Mckinney,90,13,39,70,49
Arlene Palka,76,90,21,12,36
Sara Miller,9,37,67,46,28
James Mallory,8,23,46,11,35
Donald Foxworth,9,91,80,69,93
Lois Creighton,15,76,88,82,35
Janice Beauregard,62,27,49,42,67
Ida Speedy,64,43,76,56,77
Mary Knower,4,38,10,65,23
Gail Pittman,41,43,43,35,30
Susan Epps,80,68,4,25,35
Sara Pelkey,16,62,32,48,24
Lisa Watland,40,48,96,94,6
Anne Smitherman,67,16,68,69,68
Jennifer Tomidy,13,88,0,44,49
Frances Lawerence,27,67,7,10,6
Randy Dorsey,38,74,33,58,16
Bobby Washington,54,58,30,87,8
Erica Gore,35,49,15,30,98
Teresa Gipson,21,19,64,48,3
Julie Begley,98,39,69,49,78
John Ashby,49,86,48,95,44
David Akerley,59,15,58,37,5
Edmund Stinnett,95,2,71,56,38
Joyce Nguyen,10,61,64,4,18
Jeremy Lunsford,17,13,31,35,59
Anthony Thibeault,93,39,95,26,56
Vicki Hellyer,35,62,97,87,53
Robert Otero,7,28,58,29,28
Robin Janssen,67,58,75,76,31
Ronny Donnell,2,31,6,63,23
Alfred Kindig,32,3,60,14,24
Laura Pittman,4,57,63,48,41
Marjorie Rusko,55,54,8,18,27
Johnny Bearden,38,39,88,57,10
Alonzo Stark,55,7,56,77,44
Thomas Smith,90,7,29,21,1
Steven Riveria,67,40,40,10,94
Eric Flores,53,75,58,6,92
Denise Bradley,72,97,81,52,83
Gary Wallace,94,89,3,45,41
John Funk,35,88,94,11,43
Clyde White,92,17,81,48,53
Felicia Townsend,21,80,94,54,47
Lisa Maas,49,62,83,4,78
James Todd,56,92,78,96,97
Janice Cowart,68,85,47,74,6
Sandra Rodriguez,35,59,57,24,31
Justin Paxson,76,31,82,92,97
Alfonso Dennis,63,61,24,14,39
James Hickernell,38,16,69,98,85
Robin Roman,83,49,13,9,34
Marie Mckinney,74,87,22,83,72
Edward Block,34,18,48,2,33
Lyle Pair,54,40,91,35,76
Jesus Parsons,4,33,10,32,19
Clyde Alston,51,94,23,12,72
Kristine Terry,46,12,57,16,6
Joe Childs,67,67,83,76,91
Patti Lloyd,17,36,60,71,30
Loreta Odum,34,79,26,69,21
Denise Welch,45,16,64,89,50
Bradley Riggs,9,52,82,12,45
Billy Pocai,36,89,75,78,71
Thomas Boyd,70,24,30,12,88
Michelle Mierzejewski,50,73,44,64,97
Raul Driver,65,27,89,27,100
Marcus Dobbins,15,16,11,34,83
Lori Louis,76,86,9,45,29
Daniel Robbins,5,48,70,3,10
Inez Cusson,83,73,31,30,1
Stephanie Allred,17,35,46,66,55
Bill Dobson,4,85,25,44,23
Robbie White,31,100,72,81,28
Todd Johnson,83,86,61,55,84
Ruth Jernigan,14,22,93,81,99
Eric Fleming,94,100,95,61,8
Danielle Conner,63,97,9,54,1
Barbara Gannon,9,62,1,11,58
Loretta Donahue,93,94,55,50,20
Wendy Carter,53,84,66,27,39
James Castillo,53,45,17,4,56
Candice Carlisle,65,96,26,14,74
Marguerite Lawrence,73,24,42,20,22
John Coburn,36,6,28,47,23
Cynthia Marsh,54,2,92,7,12
Calvin Humphries,29,0,1,83,38
Gerard Ehmann,7,95,55,95,100
Dorothy Odonnell,43,3,68,4,16
Claude Grinage,91,1,55,52,66
Larry Blackford,93,61,75,30,80
Donna Thompson,12,59,56,62,82
Shelly Garrick,67,29,40,19,68
Suzanne Sweeney,21,34,71,86,17
Catherine Frankum,36,1,79,14,6
Ramona Tripp,25,44,57,20,2
Edna Beck,17,47,9,60,99
Jeanne Barkdoll,38,86,81,40,10
Yolanda Vandesande,5,53,77,86,6
Daniel Nicholson,68,83,86,52,85
Christopher Kempf,95,45,75,12,50
Joyce Gullickson,80,82,72,68,12
Lauren Padilla,1,36,44,48,13
George Kohn,43,68,45,27,23
Mellissa Mccauley,83,62,62,46,12
Patrice Breland,18,82,98,85,28
Mary Middleton,77,4,94,47,30
Jessica Armstrong,9,30,34,34,47
Dawn Sprague,0,92,5,93,0
Jose Arnold,62,48,56,35,75
Jackie Richardson,26,52,29,74,5
Linda Allen,7,78,2,74,95
Emanuel Litecky,2,31,100,0,14
Richard Doggett,88,11,79,25,83
Erin Johnson,30,88,20,85,50
Lisa Palmieri,11,23,48,37,42
Joshua Patel,92,79,13,7,37
Linda Gentry,9,30,43,82,10
Howard Frazier,11,68,35,18,46
Richard Schock,0,28,79,98,33
Tommie Fisher,63,23,55,75,82
Elizabeth Shipp,8,45,24,74,55
Melissa Jenkins,94,1,99,23,5
Suzanne Knight,59,93,3,37,74
James Jacks,12,74,46,64,72
Joseph Cook,34,82,69,83,98
Rose Stanford,54,53,25,53,15
Elizabeth Caldera,48,58,8,41,21
William Blankenship,2,36,20,33,43
Barbara Frye,18,50,54,55,83
Howard Mavai,6,3,15,11,64
Pedro Daughtry,59,41,60,87,4
Anna Albrecht,16,88,0,51,66
Jason Barco,48,86,78,83,75
Leona Madsen,19,64,34,95,64
Priscilla Munson,27,68,66,82,33
Monica Jackson,54,75,93,26,77
Marcia Steinle,41,61,47,32,8
James Eddy,33,76,66,96,83
Nickolas Norgard,82,21,16,5,55
Kristen Heft,55,24,26,94,67
Richard Stevens,98,41,46,28,44
Michael Rivera,27,64,10,57,64
Ronald Barnett,51,23,79,71,60
Chaya Athayde,70,65,99,0,56
James Minton,51,53,57,22,64
Nigel Kafer,26,90,84,41,88
Irene Naylor,57,80,3,94,81
Carol Otey,29,99,31,78,94
Katie Pickens,96,58,48,90,91
Charles Whitehouse,42,11,77,27,95
Madeline Land,88,64,82,45,43
Troy Gingras,67,15,26,90,30
Troy Rosso,85,0,31,49,84
Will Carter,76,99,14,33,65
Albert Nord,67,80,97,69,59
Marilyn Weber,64,56,4,87,28
Rick Green,8,66,90,55,4
Tiffany Encinas,97,95,85,6,41
Ofelia Epps,78,1,40,87,43
Vance Mcgraw,34,48,7,12,2
Deborah Turner,2,19,99,18,94
William Smart,31,82,41,32,3
Douglas Bolivar,94,31,14,93,34
Robert Porter,64,1,53,11,68
Ross Baker,0,90,90,28,43
Jose Carson,86,23,96,76,14
Charles Eason,48,0,92,95,11
Willodean Meritt,96,73,87,75,28
Sherry Hammons,67,24,48,16,5
Jennifer Bouchard,1,5,27,84,59
Barbara Raynor,47,42,55,85,3
Darrell Westlie,73,100,3,69,17
Kellie Patillo,74,66,87,31,83
Florence Davis,25,38,65,57,68
Sue Adams,3,26,42,72,44
Nicole Spragg,93,61,49,39,67
James Pound,86,62,93,15,22
Forrest Brito,93,30,92,98,60
Angela Demers,65,24,99,14,85
Maria Chapman,27,48,63,71,25
Anthony Ferris,86,0,45,59,12
Gloria Williams,18,32,90,42,82
Allison Baldwin,62,72,46,13,57
Gwen Conley,83,28,5,78,65
Gilbert Davis,92,100,98,22,74
Keisha Rodgers,38,10,2,83,41
Alan Davis,98,6,7,35,96
Antonio Ogorman,49,63,62,81,10
Marilyn Sorbo,11,94,46,92,5
Tina Reynolds,71,3,1,87,75
Megan Johnson,44,94,56,80,31
Betty Cook,84,50,32,61,11
Chris Castro,94,99,40,6,79
Anna Brown,39,53,22,39,17
Gerald Patron,6,0,76,63,35
Beverly Byles,54,1,17,93,5
Dwayne Hickam,95,34,88,31,93
Emilia Younker,96,85,66,54,63
George Thompson,43,95,90,16,68
Savannah Garcia,60,47,3,82,59
Michael Otano,16,20,75,10,56
Terry Christiansen,12,12,80,91,8
Everette Ramirez,80,28,65,60,86
Frank Gantt,34,69,97,37,49
Deborah Trujillo,24,71,80,23,3
Jennifer Sigmon,38,83,19,83,60
Willie Fry,4,4,35,79,49
Patsy Guarnieri,74,3,4,13,100
Paul Sanders,75,90,65,47,62
Toby Bongiorno,60,31,26,34,24
Jacob Means,100,67,15,84,61
Brandi Maretti,80,39,52,46,89
Marc Wilson,91,72,14,73,35
Derek Haldeman,29,51,40,61,95
Linda Wease,54,70,89,7,81
Antonio Odom,68,100,16,23,24
Dennis Rohde,69,99,71,39,25
Robert Fischer,27,27,81,27,88
John Clark,75,41,71,96,50
Mavis Burke,40,81,82,21,44
Kristin Tiburcio,11,55,25,52,52
Howard Fletcher,48,82,70,65,95
Allen Lindberg,1,79,68,28,71
Edward Lowe,65,3,96,92,28
Linda Rivera,82,35,80,24,41
Alvin Reid,81,48,58,86,27
Brandon Hanks,69,29,99,39,81
Joseph Rooney,73,43,91,11,47
Georgiana Gomez,97,100,90,82,11
Elaine Dickson,1,5,51,54,13
Julie Jorgensen,22,97,51,52,34
George Strange,75,67,15,100,26
Lela Glover,80,70,81,95,67
Charles Alexander,13,26,13,73,32
Ashley Crossen,36,88,88,39,59
Steven Adams,0,25,62,19,58
Krystle Prince,1,34,15,63,91
Patsy Rase,41,64,46,99,75
Jimmie Carpenter,29,78,83,48,16
Cynthia Sommer,92,1,57,18,91
Roger Graves,93,69,63,98,30
Frances Hammond,76,57,1,55,29
Ray Ward,93,34,80,95,18
John Coll,14,22,6,57,84
Young Holliday,72,61,77,84,15
Lynn Higgins,13,91,65,96,66
David Guerrero,69,94,98,51,28
Leonard Gray,91,39,26,11,50
Christina Dunnigan,90,7,78,42,7
Catherine Mccalla,21,44,42,4,26
Nick Hilliard,60,30,31,72,5
George Kennedy,59,92,67,30,79
Mabel Martin,68,87,6,100,15
Joseph Harney,35,15,29,17,62
Susan Adler,9,2,38,94,81
Jim Hallman,60,45,47,1,33
Mary Schutt,81,20,27,89,9
Anthony Walker,87,72,15,74,47
