name, math, english, programming_1, programming_2, statistics
Tomas Autry,79,2,68,11,17
Anna Martin,2,89,6,79,97
Nicole Mitchell,40,12,67,36,11
Christopher Schaefer,8,33,92,93,39
Theodore Newby,69,9,64,35,48
Yadira Simon,58,90,4,33,12
Brian Anderson,52,23,34,37,33
Raymond Matthews,16,22,2,67,28
Mark Satcher,85,30,76,4,45
Lewis Dunn,22,94,15,59,15
Paul Williams,5,37,61,75,2
Dorothy Theodore,91,61,26,20,67
Jack Schafer,75,61,40,82,40
Jesse Sosebee,18,45,17,67,95
Gerard Brown,17,75,59,15,62
Paul Carrillo,33,89,24,94,98
Cecil Kurter,92,1,28,15,100
Brenda Wagnon,9,98,58,84,26
George Estrada,77,98,96,14,47
Angel Murphy,82,24,75,10,68
Francis Langston,57,79,26,56,100
Barbera Carr,94,84,35,66,10
Donald Moore,35,69,9,29,46
Joy Wagner,55,99,25,53,66
Jeffrey Hodge,99,81,46,66,95
Winston Allen,80,77,63,97,20
Roger Miller,94,57,11,25,3
Neil Smith,3,48,12,70,17
Simone Gailes,71,77,39,75,97
Marc Brown,63,53,78,13,59
Will Schultz,59,49,84,5,17
David Inguardsen,55,61,83,99,71
Tawnya Abraham,94,41,95,34,74
Michael Oconner,29,84,98,72,80
Virginia Pettus,47,55,19,87,42
Anthony Gluck,98,93,89,84,26
Sara Kelley,99,40,66,15,47
Julius Mcmichael,27,69,85,65,91
Donnell Stephenson,70,78,51,35,20
Janice Warren,32,1,84,72,56
Elizabeth Cleaves,69,60,21,89,43
Marshall Wood,44,78,46,60,79
Alan Loomis,28,85,88,29,10
Luis Montague,21,90,53,18,40
Nelda Soza,22,1,65,43,25
Edna Durham,49,80,28,38,65
William Miniard,83,76,25,98,77
Laura Billings,31,20,3,91,22
Natalie Bracy,38,100,99,35,27
Aaron Bates,60,54,97,72,64
Mary Krumroy,23,58,10,40,38
James Lanigan,98,55,75,78,93
Kristine Cardoso,48,2,99,8,46
Jillian Patterson,31,56,59,48,27
John Vida,45,73,9,6,44
Freda Sullivan,76,44,89,100,91
Shawn Sanford,95,95,45,78,2
Mike Stephens,83,91,44,11,92
Wayne Brito,13,88,1,43,34
Jessie Thomas,3,5,21,43,19
Steve Ovitt,75,3,82,34,20
Phillip Mathews,45,58,23,75,4
Jane Scoby,48,97,86,57,93
Paul Lorts,39,77,68,7,75
Janet Stoviak,67,49,18,58,13
Joseph Johnson,33,40,63,17,34
Marissa Moler,72,28,71,99,50
James Morris,53,59,0,89,10
Madonna Clouse,64,19,65,47,99
Mabel Horton,36,57,39,73,59
Laura Howser,20,79,91,64,68
Nettie Click,16,54,74,54,65
Margaret Jamison,39,32,60,38,83
Allen Young,39,45,15,2,44
Angela Rosenberg,60,97,47,84,23
Zachary Greene,29,37,88,50,6
Aimee Zahler,16,90,28,17,85
Harriette Braden,58,45,50,12,31
Esther Sulc,60,41,26,65,86
Antonia Carter,98,59,7,30,31
Anne Allen,16,72,24,10,73
Nancy Robinson,3,68,43,3,83
Jeffrey Marak,28,74,48,19,92
Ruby Rodriguez,77,54,30,53,69
Barbra Bodnar,10,63,1,4,50
Mary Davis,58,15,12,100,82
Gregory Black,92,9,87,31,61
Barbara Butler,40,40,5,97,78
Benjamin Masin,31,11,2,39,87
Henry Fisher,99,66,15,22,72
Ollie Monnier,92,98,46,18,29
Lawanda Duncan,65,4,91,58,76
Sean Gonzales,19,60,81,11,77
Teresa Conroy,82,82,64,71,46
Jennifer Vinz,62,40,55,58,51
Jack Watkins,83,100,38,6,45
Margaretta Paige,7,95,1,89,4
Robert Schlottmann,43,96,80,98,10
Georgina Porter,92,2,95,29,83
Zachary Miah,26,89,60,68,86
Victor Crandall,52,2,25,63,59
Marc Hamilton,83,90,27,58,80
Richard Batson,67,41,37,25,40
Virginia Stevens,83,35,96,0,29
Albert Lewis,7,8,75,54,38
Geraldine Rhoden,62,92,4,54,64
Louise Stephens,41,73,41,65,85
Deborah Denmon,64,65,43,28,72
Ashley Swihart,37,65,33,69,96
Betty Navarro,27,29,76,47,34
Holly Abernathy,64,50,80,76,84
Laura Westphalen,44,57,71,32,10
Raymond Lucas,23,3,71,97,37
Delia Walters,92,47,43,24,46
Aurora Gray,2,19,58,7,88
Misha Walker,50,83,79,82,43
Elena Britt,3,31,12,36,48
Dean Dashnaw,2,35,48,20,88
Adele Merrithew,93,57,26,55,86
John Fredeen,64,87,83,93,22
Diane Conatser,50,45,7,19,85
Misty Vera,58,92,96,64,83
Jeffrey Ross,82,12,80,89,87
Grady Kannel,64,59,11,54,49
Richard Fields,45,43,12,22,8
Nina Hunt,41,81,83,10,39
Isidro Fontaine,43,51,24,15,100
Sylvester Sandoval,51,2,31,76,76
Julie Wright,26,88,39,5,97
Jeremy Thayer,27,27,21,95,95
Mallory Blumenthal,85,69,27,100,92
Kathy Small,58,76,91,1,39
Joe Zamudio,69,40,4,79,75
Gordon Butler,58,28,85,20,26
Genaro Johnson,7,54,32,18,75
Teresa Sorum,74,14,89,70,61
Maureen Garner,2,59,6,87,35
Carl Seiwell,60,13,41,34,84
Kim Teran,38,78,52,82,34
Henry Walker,3,17,50,71,29
Carol Richter,90,56,79,48,64
Don Lewis,13,93,50,42,95
Avery Dukes,90,61,28,92,99
Cecil Dekany,32,90,81,88,51
Kevin Smith,76,47,14,31,64
Inez Spivey,16,75,37,32,84
William Melgarejo,71,56,84,38,25
Angel Nicley,17,24,73,100,23
Sarah Gladney,61,13,65,22,96
Cynthia Sapp,49,56,79,7,10
Stanley Pisciotta,32,97,30,70,9
Lisa Horvath,74,8,2,31,49
