name, math, english, programming_1, programming_2, statistics
Jeanette Anderson,12,34,79,45,63
Wendy Moon,58,12,27,31,21
Paul Blanton,4,25,50,39,21
Betty Oreilly,7,98,4,98,64
Philip Lozano,12,74,80,13,28
Krista Treadwell,29,54,70,68,47
Matthew Say,90,40,45,86,17
Nicole Morris,71,73,54,73,27
Stephanie Baldwin,1,54,8,79,6
Hollis Hill,91,57,39,61,100
Joann Vert,18,4,80,8,84
Flor Phillips,6,46,63,37,44
Kurt Piermont,43,27,54,94,26
Gay Norstrom,21,100,4,21,62
Lonnie Hankins,38,93,34,56,41
Sandy Carney,85,61,71,68,85
Karen Hudspeth,18,13,38,97,100
Robert Patterson,82,77,33,76,67
Florence Keaton,98,81,76,75,72
Clarice Bartlett,9,54,78,97,84
Clint Drake,23,89,11,27,46
Nicole Banuelos,9,12,44,50,10
Nancy Abell,6,26,96,86,56
Richard Collins,62,39,3,98,90
Mary Widener,37,20,6,57,7
Christina Antilla,100,29,72,22,4
Ronald West,84,60,28,5,7
Nancy Mercier,31,59,6,59,47
Mary Dais,29,84,66,63,87
Sandra Olson,60,28,72,81,54
Joyce Montague,95,24,22,59,46
Sam Bank,87,13,54,5,5
Anita Young,31,75,82,39,20
Cherie Adams,99,85,97,42,41
Tiffany Caballero,56,96,34,54,44
Bernice Ewy,21,84,12,53,50
Joseph Mcmahon,14,55,0,75,75
Mary Sweet,92,46,15,89,12
Christine Tucker,31,68,56,44,23
Jeffery Holmes,2,17,93,13,26
Randall Flores,57,61,56,26,4
Paul Hepner,18,32,91,85,81
Jose Hansel,32,98,40,94,62
Rita Reynolds,16,69,100,98,61
Ronald Almanza,10,99,79,59,63
David Davis,84,8,64,22,28
Linda Sanders,92,27,53,41,79
Fred Rickard,89,15,22,10,38
Elizabeth Cline,28,63,81,81,25
Stella Siebold,46,98,63,63,66
Christopher Bohannon,11,60,37,32,36
Timothy Spriggs,15,17,21,72,63
Shannon Davis,87,46,79,34,85
Leon Dickinson,60,63,66,72,15
Jeffrey Ungaro,13,71,93,73,56
Larry Buffey,63,92,76,82,7
Maria Holloman,53,88,28,39,47
Brandy Wallace,42,88,91,89,3
Dave Gatlin,78,58,69,45,83
Jessica Edgerton,88,28,6,11,79
Brandi Clarke,52,82,52,3,1
Anna Lehtonen,21,78,42,79,78
Victor Petty,21,79,21,41,55
Gary Rowe,92,92,58,37,44
Gwendolyn Cantrell,56,72,16,66,42
Franklin Ward,91,20,71,13,39
Henry Mcneal,84,66,66,80,10
Minnie Calicott,0,22,36,97,58
Thomas Walsh,12,59,57,80,63
Thomas Cox,65,78,66,5,32
Jonathan Alvarez,49,29,56,55,38
Donald Pulliam,93,100,40,32,92
Jason Butler,35,61,51,89,61
Kevin Hudson,91,94,8,38,10
Ralph Albright,18,54,98,34,18
Robert Holston,56,28,32,51,1
Gail Benton,27,14,14,41,13
Robert Colton,53,20,33,55,57
Teresa Harris,84,34,54,82,68
Kathleen Driever,20,35,18,48,38
Charles Davenport,43,26,40,96,99
Audrey Dossett,13,8,44,46,9
Eric Torres,48,21,48,26,87
Lynn Wignall,72,29,91,29,93
Gerald Mutz,78,66,91,69,46
Thomas Warner,4,61,29,51,25
John Mallory,70,41,77,45,11
James Hansen,74,80,86,77,54
Curtis Love,37,81,90,35,19
Sandra Lachapelle,100,49,79,21,16
Jimmie Palmer,90,6,54,94,21
Howard Angel,5,70,5,51,11
Mary Giles,28,85,85,11,39
Clarence Cosgrove,75,60,1,80,24
Wayne Hensley,0,85,5,35,42
Harry Forde,26,93,40,86,34
Preston Williams,53,6,77,70,92
Jason Pham,90,4,61,99,42
Brett Richardson,83,87,82,55,98
Thomas Ware,54,10,46,79,27
Maria Hall,5,44,83,40,52
David Lindley,33,96,74,96,56
Sheri Atwell,78,73,8,93,86
Mary Garrett,35,90,81,96,89
Gwendolyn Zimmerman,80,95,49,90,11
Donna Trevino,38,68,65,76,53
Joseph Bussey,43,15,88,45,76
Sammy Collins,24,58,33,95,11
Selena Arnold,68,29,35,28,93
Wayne Harmon,2,68,58,33,44
Zulma Scott,8,60,19,76,81
Ashley Spence,0,69,14,6,16
Pamela Helms,56,14,85,57,82
Paul Withers,10,94,37,87,38
Russell Saar,88,74,90,57,70
Jeanette Friedman,37,67,1,44,39
Deborah Edwards,29,4,2,83,15
Allison Dailey,96,75,20,37,55
Teresa Benedetto,6,7,67,54,87
Wm Barnes,45,23,60,97,37
Cody Mendez,17,96,19,96,3
Mary Belles,7,52,77,92,71
Pearl Walters,81,26,60,71,27
Roger Washington,35,19,46,87,26
Joe Mays,31,61,23,39,30
Charles Zingaro,12,55,18,0,97
Louis Mojica,64,35,78,53,80
Bernice Ortega,92,93,39,9,71
James Waters,21,21,11,40,47
Donna Sanders,56,80,77,61,80
Victoria Bria,41,84,90,31,14
Ashley Patterson,60,30,72,64,30
Betty Lamoureux,61,1,1,99,90
Virginia Criger,51,74,35,26,8
Margaret Merino,19,75,28,14,58
Grace Hillis,6,43,8,38,96
Kathy Johnson,96,44,41,85,1
Darren Williams,67,50,5,12,38
Barbara Zolocsik,81,55,5,23,8
Yong Theriault,55,93,87,77,50
Jesus Rowe,24,36,16,75,66
Andy Stegall,47,96,78,72,81
Karen Eicher,7,17,3,56,33
Michael Sierra,63,86,34,53,88
Sean Almen,42,35,4,70,70
Michael Cordova,41,17,86,77,83
Stacey Luu,92,25,3,78,25
Josefa Bufford,45,27,46,79,6
Manuel Fisher,16,0,11,15,52
James Goode,9,82,43,66,17
Anna Arnold,17,32,19,38,43
Darin Mccartney,59,38,91,95,99
Mary Lewis,25,52,68,91,43
Lisa Drees,82,94,10,30,66
Byron Smith,61,37,87,24,91
Alvin Korfhage,17,75,42,29,30
Vern Olague,38,55,60,62,25
Lisa Centeno,74,27,36,0,26
Holly Edwards,55,93,89,85,59
Juan Faith,54,1,68,34,9
Carolyn Stewart,21,31,96,95,46
Stacy Johnson,36,51,46,68,72
Charlotte Gary,71,58,49,97,93
Gregory Hanson,46,67,0,84,22
Barbara Miller,12,30,82,61,48
Maude Kautz,67,58,15,97,93
Mary Hunt,78,96,62,66,52
Gabriela Simpson,41,37,100,48,12
Shirley Tortora,58,33,19,78,71
Tina Kiehl,66,44,39,29,54
Kevin Freeman,84,42,46,69,4
Jerome Myers,54,2,40,63,73
Dortha Young,75,68,80,85,47
Stephanie Kirklin,56,27,45,92,51
David Morgan,41,100,79,75,37
Johnny Palmer,10,96,27,78,38
Mireille Rastorfer,10,77,59,27,21
Kim Degiulio,36,55,85,58,79
Aaron Flanagan,56,37,7,75,33
Robert Schiller,99,46,2,13,87
Jody Baker,39,66,66,36,44
Karen Jarvis,75,83,93,26,28
Will Edwards,22,100,52,17,30
Rick Mcallister,0,37,59,61,4
Sean Martinez,98,1,77,46,35
Robyn Howell,41,12,76,11,20
Doris Chau,64,24,93,55,17
Lawrence Hawkins,66,66,83,52,63
Joe Sanmiguel,57,82,20,26,92
Diane Mackenzie,92,8,26,92,9
Gordon Gregston,74,61,55,60,79
Richard Josephson,62,20,35,82,68
Gillian Lindley,71,84,41,19,5
Judith Smoot,3,64,42,53,11
Jesus Garnett,64,70,67,82,37
Rueben Hernandez,55,98,43,30,42
Alyssa Campagna,0,43,46,87,31
Ian Stonerock,65,85,17,68,22
Tina Coffield,18,38,42,24,84
Bobby Greene,93,85,78,73,31
Mark Le,31,96,55,31,52
Drew Drake,100,84,11,40,44
Betty Lafosse,82,82,26,76,52
Christopher Gibson,42,41,19,45,92
Susan Hudson,18,100,58,8,81
Brittany Vickers,59,33,29,94,80
Billy Dartez,23,19,69,91,55
Geneva Coble,55,93,5,97,6
Daniel Trapp,15,21,99,43,70
Heather Mullins,97,22,38,32,11
Harold Hemingway,91,11,13,98,87
Henry Horton,56,30,73,66,76
Bart Turman,10,2,77,68,56
John Dickerson,85,19,64,37,55
Valencia Nicley,18,15,51,27,29
Sherry Furr,44,25,80,28,100
Sarah Hunt,63,67,28,42,13
Tamika Moreno,87,24,9,41,56
Frank Heggie,55,87,37,23,91
Linda Creek,78,6,68,22,54
Scott Hess,98,28,83,57,58
Violet Hoelscher,68,2,57,96,19
Michelle Inyart,4,7,24,20,61
Kenneth Stout,77,6,22,35,58
Haley Scruggs,58,52,91,97,55
Milton Adams,13,84,94,53,63
Amy West,30,27,12,40,77
Lila Sostre,9,66,88,53,36
Thomas Anderson,25,98,71,88,76
Daniel Norberg,65,4,55,55,92
Timothy Scheer,65,13,27,33,62
Leo Gibson,43,75,66,58,7
Karen Santoyo,64,75,88,54,9
Beverly Stephens,100,13,58,13,93
Eula Nord,9,84,0,48,31
Howard Rickman,100,68,42,48,21
Marianna Gookin,83,47,10,86,56
Hilda Pickett,63,25,66,33,25
Terrence Malone,78,34,10,54,26
Donald Mason,23,98,29,3,50
James Soo,1,34,15,61,37
Adrian Schueler,69,75,67,27,25
Carl Pack,53,79,88,85,38
Michael Gossett,69,6,43,65,90
Sandra Mahan,44,90,71,50,77
Lynn Clark,39,46,5,84,56
Carol Avery,89,55,88,74,5
Constance Gonzalez,69,87,49,58,48
Christopher Murrow,65,15,43,27,34
Joseph Brown,76,28,82,57,23
Jeffrey Gillard,11,52,44,4,60
Sandra Abbott,80,81,5,16,52
Laura Martin,100,35,95,24,59
Michael Sutherland,18,8,0,22,72
Joseph Brooksher,40,35,31,12,38
Alpha Pitts,36,47,38,68,60
Pandora Murray,15,52,86,38,82
Stella Kang,22,55,4,59,22
Randy Vargo,16,66,38,47,20
Michael Valenzula,13,43,56,70,51
Doris Stewart,40,1,90,19,75
Joan Lester,92,72,11,92,95
Ronnie White,4,29,63,84,47
Rosalinda Nelson,60,71,1,100,71
Debra Walker,24,95,18,98,74
Suzette Leko,92,13,11,75,43
Tanya Slaughter,23,50,84,67,71
Andrew Weston,6,15,26,99,72
Donald Yeater,56,43,32,68,29
Weston Perez,6,73,30,18,7
Misty Park,72,72,28,68,75
Paul Terrill,2,75,18,18,30
Margarita Ballard,100,57,16,85,80
Rick Visher,95,47,25,98,0
Gloria Valenzuela,21,40,68,50,68
Richard Harloff,54,93,81,20,33
Charlotte Landrum,40,44,57,16,77
James Lorenzo,4,39,5,51,6
Judy Hamelin,58,41,41,23,97
Margret Hussey,14,47,38,61,23
Britney Raxter,36,22,49,83,65
Ruth Knight,88,25,49,35,75
Natasha Henderson,18,47,63,95,66
Sara Adams,63,90,65,72,24
Manuel James,34,35,6,49,76
Steve Mallin,75,100,23,49,20
Nancy Smykowski,64,99,4,73,81
Jack Clements,14,5,26,19,15
Theodore Barrios,54,64,26,59,48
Debra Poland,38,34,27,65,55
Jamie Trinka,32,32,6,98,54
Scott Seals,22,59,29,65,1
Peter Moore,3,35,32,44,47
Eric Goyco,78,60,78,61,64
Lora Mahone,72,79,83,34,56
Vivian Moreno,13,63,68,6,92
Scott Lawrence,2,45,64,4,96
Donna Weltha,46,22,73,24,75
James Kilburn,53,41,70,65,0
Geoffrey Bunn,18,68,86,3,67
Gary Stull,19,93,83,38,76
Morris Vicars,29,17,56,55,44
Matthew Thomas,11,28,45,43,90
Jane Arce,7,35,97,44,47
Dawn White,62,38,48,18,93
Gerda Powell,99,22,23,100,46
Mallory Gabel,18,76,72,88,78
Carol Sumner,60,100,6,37,93
Justin Johnson,9,46,74,80,16
William Wilhelm,60,67,17,89,79
Leonardo Gibson,92,55,88,80,76
Martin Serrano,23,0,35,70,84
William Bush,44,65,30,59,9
Marilyn Bowman,58,90,49,46,86
James Day,59,43,59,0,71
Marilyn Pawlak,50,100,93,96,7
Terry Mcenany,89,75,13,53,34
Floyd Yoder,32,100,32,10,86
Robert Ramseur,58,49,43,85,88
Jeanette Fortson,75,81,85,5,72
Christopher Haliburton,84,54,40,56,12
Matthew Jones,20,20,69,9,68
Elena Chapman,23,80,32,87,52
Mary Sartwell,87,86,7,42,83
Sarah Malick,70,25,14,76,92
Raymond Scharf,52,68,96,71,35
Jonathan Estes,83,22,35,30,35
Shirley Mcleod,55,15,82,27,85
Benjamin Moradel,17,64,13,0,76
Chasity Rose,82,1,75,85,61
Lena Cantu,72,16,85,32,82
Timothy Flynn,26,34,97,84,37
Andy Hart,9,93,0,85,3
Ismael Hagy,55,64,68,0,27
Dawn Ross,9,53,2,11,62
Janet Shaffer,79,3,17,26,4
Lillian Mcwhirter,18,79,67,68,64
Helen Buffington,90,67,36,93,90
Linda Thomason,45,69,53,32,45
Clara Thode,9,82,5,70,70
Nancy Williams,7,84,80,29,63
Aubrey Jarvis,18,43,77,61,85
Tracy Green,34,30,93,95,54
Mary Siskin,70,77,11,34,75
Virgil Powers,30,2,92,48,62
Kristen Vanwormer,79,0,52,65,56
Elsa Mcvicker,63,28,27,86,25
Randy Swink,40,26,75,2,57
Jenny Chapman,64,57,22,62,84
Brian Sweet,7,86,56,15,51
Arthur Brown,64,72,87,73,2
Raeann Stender,49,58,80,31,74
Willie Lam,84,83,52,57,39
Melody Mccormack,23,48,79,10,85
Megan Michel,79,57,80,2,14
Eva Slater,32,23,71,67,64
Dorothy Tuttle,54,12,81,63,83
Vonnie Kochevar,90,46,87,92,33
David Johnson,72,92,73,50,69
Glenn Knotts,96,55,93,80,47
Larry Parker,42,75,55,48,81
Cathy Waite,76,44,93,5,41
William Inguardsen,11,75,84,72,43
John Jensen,49,9,42,39,48
Michael Blanchard,67,89,37,13,66
John Kaufman,20,56,71,75,11
Margot Pike,51,65,50,21,51
Holly Colen,89,17,88,59,55
Betty Wong,98,40,100,42,63
Lacie Bruno,97,57,23,44,77
Jacqueline Mason,17,85,59,9,44
Kimberly Rouse,96,37,77,43,55
Robert Collins,78,65,39,72,90
Jeff Mack,64,40,13,43,72
Danny Caldwell,39,79,56,26,63
Casey Curry,88,29,90,89,64
Anthony Lassiter,100,4,98,26,34
Steven Garcia,6,35,45,37,25
Judith Blanco,52,80,71,63,51
Patricia Maisch,25,53,78,58,29
Sharon Mccurdy,69,54,39,46,75
Kevin Wheeler,81,6,3,59,1
Apryl Warren,70,5,90,79,33
Heidi Pearson,81,37,57,57,2
Fredrick Michelotti,99,89,60,27,19
Joan Calzada,70,34,18,49,65
Deloris Davis,33,97,51,64,3
Cheryl Sanborn,2,79,0,72,59
Connie Caesar,30,22,55,36,73
Richard Wolfinger,70,100,83,42,48
Samuel Doherty,79,91,17,43,0
Mathew Tucci,8,58,43,80,43
Rebecca Reeve,18,19,17,48,7
Robert Doran,100,98,12,5,7
Carlton Phillips,37,27,17,89,8
Maxine Meinke,52,65,18,33,87
Keith Schwart,62,44,33,46,74
Cory Stone,14,37,53,61,3
Kelvin Oaks,68,85,82,70,70
Henry Jordan,37,99,65,48,37
Margaret Holcombe,6,32,95,11,52
Kathleen Tiller,55,95,21,65,20
David Skipper,12,85,30,48,37
Kenneth Fryson,68,5,91,20,45
Joann Waldo,16,66,39,73,49
Shirley Guinn,63,98,55,55,73
Kathleen Carnahan,40,34,65,85,96
Jimmy Houge,5,70,44,97,36
Ralph Martinez,26,38,79,30,32
Raymond Baker,56,65,75,91,25
Barbara Rice,14,83,7,74,53
Inell Hope,91,44,63,60,45
Regina Miller,51,92,23,61,17
Mireille Nelson,65,36,31,13,6
Jane Alvarez,46,91,18,61,67
Sara Vereb,52,26,65,24,2
Michael Cox,74,16,48,54,29
Robert Gonzalez,81,94,8,9,71
Alma Wilson,44,9,10,7,82
Blanche Schummer,75,95,49,80,44
Eva Hayden,94,15,64,84,85
Diana Brandly,98,62,30,29,53
Melissa Mitchell,42,70,29,33,43
Allen Cummins,49,46,8,88,67
Richard Peters,48,37,49,69,89
Tamara Andersen,57,33,94,5,72
Isabel Dillon,75,45,47,40,56
Cheryl Ernst,94,0,31,67,62
Amanda Cassada,35,30,67,57,12
David Davila,70,41,7,9,77
Patricia Carden,16,36,48,6,59
Virginia Terp,40,30,83,55,68
Barbara Davis,9,81,80,90,75
Sandra Moreno,20,15,22,87,43
Travis Henriquez,61,26,97,92,87
Christopher Eastham,8,47,49,57,3
Jose Ashcraft,98,2,46,77,32
Blaine Davis,100,82,77,8,85
Gail Meadors,15,83,55,89,32
Belen Compton,16,79,12,73,45
Lisa Rogers,84,58,23,35,60
Connie Bradford,30,54,25,45,38
Tresa Purvis,19,36,29,38,55
Dennis Gentry,65,14,80,75,65
Russell Zuber,28,10,74,24,60
Sherley Weaver,15,43,30,11,40
John Gonzalez,66,75,11,18,24
John Robles,99,99,42,83,33
Christy Carroll,14,18,75,67,76
Jessie Shockley,31,78,89,78,74
Steve Christensen,68,50,85,73,30
Martha Cooper,49,17,38,76,8
John Roper,98,28,9,62,18
Breanne Compton,60,22,77,57,20
Jessica Kilpatrick,91,41,47,87,63
Alfonso Deubler,11,62,14,76,52
Geraldine Lawson,4,58,25,74,7
Yvette Overstreet,27,6,65,63,56
Helen Chevarie,16,29,20,88,68
Brittney Goss,35,69,42,69,77
Madelyn Dickey,44,19,100,42,69
Carla Buck,46,85,85,34,69
Catherine Siano,100,87,63,34,68
Marie Stamp,78,96,73,20,27
Nathaniel Erickson,98,97,46,13,66
Ronald Herrera,40,60,60,36,84
Gabrielle Manns,60,25,55,15,51
Joan Halton,66,39,37,35,3
Hilda Hughes,60,89,23,36,16
Debra Mills,27,60,66,52,3
Mary Nelson,87,11,57,10,72
Laurel Taplin,67,25,79,44,10
Peter Barnes,27,51,73,64,55
Robert Bradley,50,97,93,47,80
Jerry Savage,53,8,64,2,57
Rachel Ramirez,82,60,89,21,41
Michael Pagel,56,78,14,66,27
James Morton,58,10,55,53,49
Debra Lopez,64,84,4,31,35
Alice Koenitzer,2,89,11,64,43
Martha Mcclellan,11,51,81,89,37
William Kunkle,67,24,75,72,17
Patricia Trout,19,27,15,10,59
Eric Rankin,55,6,25,6,33
Joseph Gomez,63,73,73,99,73
Marty Murray,75,69,26,51,57
Kip Siewers,96,81,43,93,9
Jennifer Young,58,7,100,3,21
Michael Ladner,47,38,9,86,44
Gene Cook,92,23,11,82,52
Ruth Booker,19,99,80,91,6
Virginia Hall,64,27,92,27,55
Minerva Wyatt,38,38,13,84,28
Gerardo Lucero,25,42,28,45,8
Frank Pegoda,0,24,100,11,66
Wanda Allen,99,97,89,96,14
Michelle Godwin,49,68,4,69,31
Gary Alexander,27,52,87,48,88
Demetrius Walters,15,77,95,87,46
Waldo Green,60,93,37,12,78
Matthew Martinez,53,43,20,90,94
Jonathan Kim,71,30,29,0,71
Kathy Woods,3,81,93,7,74
Lorraine Chavez,2,63,48,88,88
Lora Willett,37,51,94,99,22
Doris Jamon,25,90,39,27,38
Clarence Hensley,34,47,10,13,34
Timothy London,29,3,94,23,3
Geoffrey Zavala,34,18,11,56,87
Sylvia Aragon,3,55,69,66,94
Earnest Pollara,76,47,38,22,29
Emma Ross,41,32,49,31,13
Francisco Dahl,16,94,32,49,19
Jasmine Deloatch,66,52,16,69,73
Elinor Hill,19,44,34,17,81
Estelle Lish,76,15,81,87,14
Myrtle Spangler,77,28,57,12,67
Lynda Nolton,18,4,52,2,66
Gladys Hoffman,27,69,80,14,17
Jason Creech,60,37,28,64,18
Gerald Wilkerson,93,9,99,49,90
Preston Garland,69,94,52,80,22
Marta Forester,17,45,62,69,95
Herman Levy,66,16,38,69,6
Lewis Lyons,65,11,19,14,22
Michelle Aguilar,99,100,87,82,84
Eloise Garrison,82,74,2,3,91
Debrah Mims,21,14,9,22,53
Tiffany Thompson,28,35,59,78,74
Jessica Maisonave,49,95,96,88,19
Janice Lombardo,35,0,25,97,76
Joanna Twitty,3,46,7,91,57
Lisa Maxey,28,62,20,44,52
Sheila Husar,55,72,87,46,60
Teresa Turney,66,12,26,13,23
Sandra Blankenship,9,97,47,6,34
Jeffrey Doolittle,89,27,39,49,10
Josephine Husseini,32,80,44,90,14
Anna Elbert,30,14,45,28,96
Gail Holman,39,79,30,33,32
Margarete Miller,73,100,33,17,31
Vanessa Lamke,64,85,0,43,72
Violet Mejia,89,68,31,37,78
Yvette Bogan,33,28,83,79,38
Inez Shea,85,60,35,29,7
Fred Sinclaire,33,3,84,66,77
James Brooks,8,69,24,92,13
Anne Hale,42,99,97,54,77
Terrance Hunter,55,54,27,19,85
Rhonda Iler,65,27,23,42,16
Jose Marks,27,97,39,39,66
Roma Owsley,37,36,4,16,71
Linda Hides,6,75,86,11,88
Chantell Dixon,91,82,4,1,82
James Downes,50,82,41,57,4
Coleman Munger,63,10,61,76,61
Anthony Howard,9,28,0,2,16
Carlos Miller,9,49,92,50,83
Linda Skinner,44,12,16,67,5
Jay Carignan,98,97,93,18,60
Michelle Johnson,75,17,95,23,10
Mark Holmes,64,17,32,67,76
Julie Perrin,42,13,8,68,65
Charles Parry,83,48,28,62,80
Lewis Wigington,44,97,35,74,57
Perry Regan,75,41,87,32,27
Melissa Janousek,59,28,40,48,95
Nita Luster,47,88,51,69,22
Michell Cody,13,98,72,44,0
Ronald Whitcomb,48,84,22,2,72
Roy Huggins,19,94,70,14,50
Annie Weatherford,70,46,66,35,79
Norberto Laws,92,49,60,68,57
Catherine Bradney,21,89,61,20,31
Curtis Dennis,69,12,81,41,28
Lana Ainslie,40,62,79,100,16
Susan Vankeuren,31,96,82,18,19
Lyn Gamble,80,3,51,69,3
Crystal Coyle,0,34,22,90,43
Beverly Bullock,28,77,75,100,83
Robert Livingston,30,100,82,21,69
Jerry Cantu,60,51,87,91,97
William Swanner,84,9,53,65,61
Tia Parker,62,59,10,54,4
Barbara Pacifico,78,10,33,61,91
Michael Barker,89,88,87,62,47
Royce Cruz,66,60,27,86,22
Linda Waite,96,39,94,10,1
Diane Mayes,38,97,69,35,50
Jessie Griffin,82,49,10,81,90
Richard Jones,36,4,70,13,1
Russell Williams,58,18,8,2,17
Mavis Moore,95,47,64,28,70
Gary Fox,52,17,82,51,39
Cynthia Mcdaniel,64,11,29,7,71
Mary James,68,83,36,0,7
Brian Leday,89,90,93,20,17
Donna Marnell,95,85,52,41,32
Dustin Piper,15,94,54,7,20
Hazel John,57,81,30,49,93
Jonathan Rios,70,23,21,44,92
Frederick Ramirez,40,49,4,78,71
Rosemary Court,67,20,7,82,33
Joan Wynn,80,100,99,91,75
Gabriela Exum,100,85,96,85,11
John Thompson,22,24,10,87,33
Kathy Boone,6,46,91,58,64
Henry Sargent,55,6,53,79,29
Faye Charlton,60,64,58,93,97
Donna Quiroga,20,70,42,7,17
Richard Boulet,12,74,77,78,90
Antone Fletcher,22,12,73,30,3
Theodora Mcculler,8,37,0,17,44
Kevin Branch,71,1,30,28,96
Marjorie Porter,93,75,28,22,68
Gary Fuller,49,92,100,11,74
Mary Newman,9,100,93,45,45
Bobbie Roache,70,4,59,55,41
Marguerite Nelsen,32,61,57,48,37
Rachel Mays,18,48,72,33,44
Jeanne Albert,98,96,85,32,45
Marion Ogara,43,47,49,24,81
Judy Zirin,43,83,40,25,83
Joseph Mccarty,0,16,83,32,45
James Coates,18,63,87,86,51
Ernest Lane,61,88,50,63,12
Bertha Banks,70,97,61,69,30
Rebecca Bostick,43,69,30,43,19
Daniel Zamora,60,100,7,40,2
Dwayne Nagle,77,34,4,91,92
Patricia Stoner,76,64,45,95,83
Donald Hernandez,94,93,80,13,24
Jesse Childers,28,73,58,20,100
Charles Brandon,96,53,15,88,90
Carolyn Anderson,87,47,8,67,90
Michael Carrico,90,72,37,35,2
Ronald James,58,0,85,21,56
Thomas James,69,11,73,12,18
Michael Kohan,75,53,24,13,9
Wanda Melia,74,100,4,11,4
Timothy Marlow,5,22,61,33,40
Deborah Logan,19,28,96,69,54
Thomas Llanas,57,87,24,4,0
Eric Simpson,41,62,9,75,43
Darlene Schultz,19,99,19,64,38
Freda Martin,86,88,83,41,64
Kathy Gosnell,63,89,79,35,80
David Luckett,5,51,66,33,9
Evelyn Croyle,52,9,71,62,11
Neil Hood,72,60,51,67,77
Doreen Bridges,21,38,14,45,54
Denise Herr,26,46,26,15,44
Chris Allen,54,24,89,16,2
Sybil Sims,24,49,99,65,6
Barbara Fuentes,84,71,65,14,30
Salvador Watson,56,71,43,31,73
Benjamin Bearce,1,40,92,89,87
Sandra Powell,86,50,15,47,83
Margaret Thompson,64,62,30,3,91
Xenia Copeland,29,81,72,86,4
Freida Flanagan,26,4,90,61,45
Sandra Miller,62,24,65,37,83
Mildred Manteca,22,25,86,40,12
Norman Clark,70,99,35,15,54
Jamie Barrera,6,40,23,0,96
Kendrick Lilley,12,44,35,100,100
Chris Levi,47,64,77,40,48
James Cruz,48,41,22,76,18
Billy Macchiaroli,74,49,51,87,51
Denise Pelcher,65,82,57,6,2
Robert Nichols,67,16,60,1,44
Guadalupe Veasey,6,64,93,83,93
Elliott Charney,90,17,63,64,25
Yvonne Estrada,70,32,35,54,57
Maximo Dixon,20,24,31,13,93
David Lyle,22,55,84,10,24
Bert Singh,17,10,3,66,28
James Bradford,48,85,66,20,92
Brandon Miller,92,54,34,66,58
Thomas Nelson,100,50,19,53,54
Steve Hoehn,23,51,97,29,40
Anthony Weigel,35,19,86,5,3
Nancy Fernandez,5,90,68,47,5
Sandra Lawlor,30,77,28,54,56
Herminia Dyer,81,22,82,31,62
David Corner,85,69,88,9,83
Lara Lockhart,56,70,26,23,7
Maggie Houston,22,42,58,16,63
Katrina Anklam,80,33,65,94,74
Donald Hart,56,30,65,7,79
Nancy Rutledge,56,56,36,89,87
Opal Valdez,45,5,1,93,75
Jackie Yockey,60,89,34,82,3
Marilyn Hubbs,90,37,15,47,88
Lon King,97,60,13,85,46
Toi Little,61,76,62,55,34
Joyce Tice,100,27,30,41,77
Rose Towery,37,88,96,52,49
Amy Bradley,24,52,74,46,71
Alice Rung,20,54,66,89,57
Richard Plowman,37,35,88,25,77
Clifford Morgan,47,26,48,43,18
Rebekah Parker,41,61,16,12,68
Janet Cleek,94,78,41,69,70
Joseph Thomas,70,87,53,10,64
Jonathan Michaud,55,12,6,29,95
Richard Erwin,88,95,49,72,4
Violet Livingston,36,14,61,82,36
Belinda Rodgers,48,11,92,34,52
Aldo Haddix,5,12,58,78,21
Peter Hovis,46,55,99,66,75
Gilbert Sams,14,84,45,68,31
Anita Leslie,69,57,76,51,48
Jacqueline Marshall,33,27,88,92,28
Joshua Toth,10,71,94,81,67
Sallie Oxford,73,100,86,40,41
Brooke Todd,36,72,16,10,48
Gloria Hanson,96,49,84,23,19
Bryan Wyckoff,92,43,22,17,38
Glenna Craig,17,5,88,78,32
Jose Sanders,29,33,75,25,23
Peter Bixby,68,13,17,5,25
Winifred Chumley,51,6,83,98,35
Doris Brown,51,30,69,10,67
Jon Barefield,62,80,53,99,36
James Hawkins,22,85,62,21,45
Angela Hawk,20,37,31,34,52
Peter Mays,92,99,79,62,89
Leslie Washburn,44,60,28,7,11
Robert Jefferson,78,47,84,95,10
Michael Batten,66,4,59,84,73
Kelly Hansen,5,59,89,50,58
Jacob Oates,90,32,92,21,91
James Yarbrough,1,92,69,98,16
Ruby Horsley,36,47,56,49,88
Christine Walker,80,73,72,80,73
Julia Harris,78,33,90,5,29
Nicholas Rosales,99,64,30,63,98
Jennifer Gustafson,16,63,45,23,88
Janet Edwards,42,24,61,82,93
Carol Armstrong,20,61,10,10,28
Rose Deramus,2,45,67,60,53
Hannah Snook,11,68,43,42,18
Terry Cunanan,65,51,91,30,72
Hazel Summer,60,63,84,12,19
Sandra Ayala,75,8,33,90,76
Harriet Sexton,6,82,78,86,94
Todd Gray,1,8,17,93,16
Linda Larson,100,4,85,63,86
Ophelia Kendall,83,63,10,5,41
Pam Smith,34,82,86,35,54
David Mire,14,97,62,13,52
Stanley Willey,8,43,50,41,11
Luis Winslett,13,81,15,62,51
Hazel Brown,94,43,76,45,30
Bonnie Martinez,1,16,32,11,14
Catrina Weber,63,21,81,53,91
Odell Murchison,92,63,97,0,35
Monica Stuart,1,20,82,24,31
William Robbins,80,16,51,93,51
