name, math, english, programming_1, programming_2, statistics
Ruby Hall,71,24,23,56,15
Lydia Burt,14,44,74,24,55
Alfred Thrasher,46,39,97,95,15
Christopher Sedrakyan,38,38,11,30,29
Richard Amezaga,0,82,36,27,52
Danielle Daniels,10,77,34,88,80
Chad Polston,84,31,55,18,42
Jaime Roiger,40,11,97,34,74
Elizabeth Selvage,17,17,19,80,81
Virginia Alexander,58,53,43,32,32
Bernice Debusk,10,27,41,19,86
Glenda Shearin,24,10,82,97,73
Geraldine Goldstein,24,22,74,77,49
Michelle Baxley,83,19,88,89,78
Karen Barut,42,22,41,93,2
Tonya Young,41,43,44,8,20
Robert Dupont,77,9,61,19,45
Terri Fetzer,21,57,76,0,51
Christopher Mcconnell,97,86,9,72,22
Jason Tuite,95,54,84,2,9
Aisha Brown,5,0,58,75,31
Jennifer Jones,55,82,39,4,15
Stanley Meacham,54,54,52,37,31
Nancy Burks,58,9,99,44,31
Ryan Cornett,81,49,78,19,92
Jill Vasquez,51,10,84,35,51
Iris Bravo,20,61,54,21,49
Daryl Metz,27,58,53,17,87
Ronald Calhoun,40,68,53,29,17
Joanne Gross,91,64,64,89,89
Antonio Stull,17,80,29,43,4
Lauren Licudine,58,63,88,45,66
Frances Young,73,27,27,23,74
John Wren,89,6,45,32,13
Jesus Arthur,1,59,53,40,19
Evelyn Richardson,77,79,39,63,35
Joshua Phair,88,5,19,58,96
Ellen Parks,34,27,73,78,96
William Wilburn,18,50,49,76,80
Michael Blackston,94,67,14,85,34
Sharon Hedger,11,11,1,13,50
Henry Watkins,62,93,74,11,34
Cathy Narvaez,87,55,53,36,23
Caitlin Smith,15,84,84,21,96
Gladys Gibbons,62,63,19,5,94
Betty Brooks,43,16,45,78,81
Leslie Graham,96,25,87,12,40
Nancy Almond,75,36,96,67,45
Lina Kadlec,28,38,54,97,44
Geneva Bray,97,30,100,21,8
Lilian Hines,89,94,29,71,66
Herbert Scott,89,66,51,21,97
John Ewing,3,18,98,60,82
Kenneth Manna,53,40,86,0,0
William Freeman,40,14,32,28,7
Susan Ng,51,35,46,54,5
Wilbert Tucker,64,61,85,83,9
Mathew Jepson,47,23,98,24,61
Michael Rose,83,71,63,61,64
Mildred Miller,92,49,40,0,85
Bonnie Montes,26,99,39,97,63
Shaun Thigpen,54,18,5,12,23
John Wymer,63,63,63,78,70
Tammy Cline,40,24,90,90,64
Martin Ruby,35,97,57,70,51
Bill Golden,24,42,42,30,67
Nathan Sasso,11,80,37,60,27
Abigail Herandez,56,23,80,29,11
Barbara Hessler,11,17,19,81,81
Rosa Johnson,28,92,36,58,81
Joshua Vanhorne,50,57,32,77,16
Fred Arnold,37,97,48,63,41
Victor Powers,41,8,25,97,0
Stella Ingrum,14,29,63,39,64
Jose Breeden,89,21,98,1,65
Edward Gordon,12,38,92,47,35
Alberto Brewer,23,20,32,3,50
Robert Schultz,32,39,41,91,66
Gregory Turner,7,51,39,18,70
Kimberly Quinn,50,69,43,14,81
Alfonso Meskill,86,47,70,18,15
Nicholas Hawk,99,82,89,1,42
Lucille Eberly,98,17,16,5,30
Pamela Collins,18,93,67,90,47
Earl Nelson,47,26,30,31,71
Ronald Smith,25,42,58,66,25
Virginia Schumpert,18,53,24,90,40
Jeniffer Gaines,29,56,10,80,28
Pat Diaz,93,27,46,30,57
Jean Kunert,25,49,63,9,67
Elva Hoffman,51,59,78,65,29
Pamela Rivera,10,14,73,63,72
James Miller,55,47,30,93,19
Olga Teague,24,89,39,25,37
James Hidalgo,98,46,62,4,19
Ignacio Kostrzewa,92,99,87,92,50
Brian Kim,63,63,90,70,12
Mary Barnett,23,1,2,7,16
Vincent Canfield,13,41,78,16,9
Rudy Williams,15,91,49,80,54
Mary Bowe,34,39,75,6,53
James Davis,47,69,9,77,5
Ralph Grollimund,94,55,71,99,81
Nancy Burk,82,95,16,91,63
William Goode,66,100,90,22,20
John Gunn,40,86,30,31,37
Keith Jaquet,93,89,49,54,43
Jennifer Barnes,73,55,79,15,61
Amy Fowles,61,37,10,12,39
Jeffrey Schreiber,79,99,3,45,76
Terry Ewart,38,50,58,97,18
Frank Miller,24,20,24,15,25
Gregory Wadsworth,24,34,100,72,45
Joyce Sylvester,4,79,45,65,2
Willard Waldecker,34,19,54,36,18
Stuart Durio,57,3,95,14,49
Charles Pitcher,25,41,45,26,35
Robert Bartley,40,46,12,63,86
Curtis Mixson,69,34,39,36,36
Diane Silvis,35,21,52,1,8
Samuel Guthrie,46,83,77,75,98
Matthew Blakney,27,58,13,58,93
Ernest Waite,17,33,78,79,18
Isabel Wilson,41,45,4,7,32
Kurt Moran,31,55,8,46,90
Melanie Harrell,17,10,97,64,62
Luana Gonzalez,99,82,46,60,97
Jennie Woodham,98,85,59,1,99
Michael Williamson,82,28,28,62,67
Sherri Morgan,54,3,38,57,12
Charles Adams,65,6,99,88,97
Franklin Fernandes,38,18,85,35,60
Joseph Yi,76,17,65,81,58
Benita Hofer,49,64,56,83,84
Charles Miller,90,63,37,54,98
Joseph Martinek,90,13,17,98,18
Nina Sales,22,96,9,14,95
Sonia Martin,47,25,44,49,8
Elizabeth Conley,83,0,5,19,99
Brenda Shafer,88,97,41,44,18
Mark Bullard,71,23,91,80,73
Rafaela Hickman,53,70,59,33,14
Charles Williams,43,1,78,5,65
Madge Hubbard,90,46,94,26,8
Olivia Lueck,45,78,46,55,20
Mary Mendell,97,31,81,12,91
Ryan Young,84,66,90,68,84
Suzy Weathers,79,69,81,32,48
Vernon Chacon,65,73,91,77,79
Elsie Darroch,66,78,24,34,85
Patricia Grantham,57,49,74,11,16
Stephen Jeter,10,71,51,66,14
David Stewart,54,32,42,47,11
Larry Cantave,84,97,42,87,72
Sal Thompson,67,58,18,78,35
Ronald Rusher,26,57,64,43,44
Barbara Johnson,50,88,97,29,31
Eileen Mitchell,8,53,0,62,25
Paul Eastman,30,47,46,41,47
Andrew Clark,86,20,84,29,48
Donovan Caldwell,91,94,27,27,34
Michael Jackson,28,52,51,9,65
Lawrence Johnson,57,35,53,68,98
Alice Pearson,35,79,52,69,7
Maria Guerrero,38,51,97,25,88
Nicolas Frieden,60,12,77,12,20
Marsha Reid,14,9,88,20,1
Earl Strate,31,61,78,67,14
Benjamin Durham,32,36,84,81,65
Gary Garcia,19,79,39,89,85
Glenn Miller,64,28,17,75,91
Susan Webster,27,63,88,81,99
Steve Altman,15,66,33,14,32
Alma Castorena,75,21,96,12,78
Lara Foret,60,55,78,81,3
Dyan Eaton,26,33,88,19,1
Kevin Warren,33,17,83,80,65
Rebecca Coakley,92,3,4,50,83
Roberta Campbell,51,20,94,77,7
Otha Presto,19,65,88,67,7
Arnold Zamudio,88,16,99,58,72
Ronald Chadbourne,53,12,10,90,61
Birdie Chapman,40,79,89,55,6
Lillian Alicea,57,100,56,37,36
Mark Ledford,56,91,55,49,46
Lloyd Ma,76,86,46,7,13
Betty Prewitt,89,32,34,19,75
Josephine Thomas,100,70,55,92,71
Elinor Caswell,96,15,96,17,34
Luis Rush,26,43,41,13,52
Mary Werner,96,65,19,55,41
Kevin Harvey,41,14,93,92,30
James Clymer,43,74,37,87,62
Sharon Mead,4,89,21,90,61
Michael Arnold,9,89,29,55,17
Joseph Bryant,1,47,86,32,32
Andrew Rockman,10,7,82,7,29
John Mahoney,24,89,88,37,20
Jeremiah Renard,29,2,26,77,79
Genesis Ford,13,98,13,89,39
Roland Allen,15,90,27,55,32
Jerome Ashmen,36,42,69,83,52
Alex Bowman,10,14,39,28,42
Joshua Showalter,78,68,74,86,83
Grace Boulerice,50,94,81,36,65
David Jeffrey,23,4,31,86,90
Marjorie Young,13,86,13,54,13
Roy Eraso,13,77,19,58,6
Mary Deitz,93,48,67,68,92
Christopher Nobel,6,45,62,67,64
Vivian Steinert,47,90,20,21,52
Emily Bailey,85,88,59,50,8
Melody Jagow,34,24,24,62,99
Karina Candelario,52,38,64,7,58
John Bullock,81,67,33,65,65
Lois Young,39,63,34,84,2
Kimberley Genova,32,65,37,27,74
Bobby Orgill,83,39,35,42,91
Linda Helms,90,4,11,22,89
Ayesha Krueger,82,29,75,27,15
Bennie Sandoval,13,66,49,16,31
Lois Boocks,8,95,66,15,42
Justina Whalen,30,6,78,50,95
Mary Smith,16,35,59,41,8
Michael Guardado,66,53,87,14,66
William Fruman,59,33,67,19,34
John Armstrong,60,84,91,31,33
John Schaller,61,26,6,40,38
Linda Dalton,1,1,1,31,95
Mike Holman,8,75,85,20,66
Ignacia Albright,26,62,84,57,41
John Dunlap,35,67,6,36,63
Paula Rinaldi,15,57,48,23,83
Craig Mcnamara,41,79,15,63,53
Kimberly Fuller,52,47,4,100,4
Joyce Robertson,97,82,4,41,91
Gerald Switzer,12,92,41,53,20
William Andon,71,53,36,25,52
James Blum,95,18,72,13,55
Mark Tuholski,67,73,25,68,41
Arthur Long,9,96,5,57,9
Edith Rhoads,78,10,66,75,92
Christian Ross,96,27,49,34,78
Amanda Adams,62,60,52,30,55
Fannie Jones,6,90,14,35,68
John Oliver,9,83,56,60,66
Dan Taylor,83,37,1,100,25
Mildred Lee,83,68,69,17,10
George Rapp,11,93,96,100,41
Cynthia Eisenberg,56,5,88,57,86
Alan Moland,83,56,78,82,12
Karen Lane,73,34,63,41,20
Olivia Witter,47,87,77,62,28
Walter Figueroa,30,47,32,0,51
Philip Suh,37,86,9,16,12
David Campbell,91,66,66,31,44
Esther Burlingham,82,83,12,89,96
Candy Rockmore,45,46,66,4,38
May Lewis,50,46,76,7,55
Arthur Gomez,34,47,35,78,58
Mario Brown,18,74,64,39,81
Gladys Phillips,52,39,43,34,66
Melinda Naccarato,25,88,57,91,27
Steven Salazar,76,27,3,53,1
Kathy Frye,3,46,18,39,1
Danielle Drury,99,47,42,16,74
Harriet Hughes,65,16,53,37,54
Dominic Sweeney,59,47,10,75,100
David Esquerra,90,21,47,93,22
William Marnell,95,54,97,75,68
Joshua Lennox,84,96,35,13,43
Margaret Spencer,19,76,47,61,39
Ruth Maurer,91,65,58,41,78
Annie Hacker,2,64,27,64,25
Martine Trilli,42,40,55,45,25
Keri Montgomery,66,85,33,16,0
Elizabeth Dingess,60,79,63,54,52
Erica Cunningham,1,87,42,53,33
Dwight Hetzel,16,32,1,20,25
Susan Brooks,93,38,15,50,34
Ronnie Peterson,78,3,24,27,80
Marcus Strouse,55,88,1,69,27
Maria Brown,36,49,21,65,92
Betty Kriner,31,67,91,59,65
Joseph Lee,6,40,14,40,100
Brenda Robinson,67,8,20,57,63
Willie Engel,90,86,72,63,50
Rex Santos,38,14,94,67,4
George Gregg,12,74,84,3,41
Elizabeth Bowens,46,15,46,71,94
Elisabeth Tolliver,74,77,76,81,34
Robert Hughes,18,12,61,18,6
Joe Roy,71,37,79,50,18
Dorothy Oliver,37,50,17,48,42
David Burns,82,33,97,15,75
John Martinez,68,0,21,39,44
Luisa Ulberg,11,57,87,9,14
Stacy Richardson,24,11,1,16,11
Aaron Landrum,56,0,63,10,90
Steven Pearson,33,69,4,15,99
Tiffany Cuellar,41,5,89,16,73
Melissa Dyson,7,12,12,89,30
Chery Nichols,2,90,75,64,1
Mike Madigan,12,89,76,45,16
James Ruff,7,1,40,7,35
Annie Hill,92,51,52,76,66
Dean Brooks,1,97,47,61,29
Calvin Masters,10,79,47,43,76
Rosanne Hawkins,29,37,32,36,91
Teresa Magoon,38,21,26,95,64
Jason Griffin,69,90,96,38,11
Sylvia Robinson,60,33,1,85,64
Jonathan Fullmer,90,5,25,85,57
Marilyn Dawson,25,65,73,54,10
Gordon Maco,100,46,33,43,41
Margarita Snelgrove,90,17,49,77,78
Johnny Williams,100,22,68,94,64
Renee Baltz,97,54,97,27,18
Christine Scott,65,67,68,20,18
John Mcdaniels,28,38,24,43,36
Juan Venable,52,53,2,85,99
Joseph Mateo,96,85,32,58,81
Paul Davis,6,75,6,87,5
Timothy Dobbins,52,81,9,59,68
Cynthia Rivera,54,40,18,24,35
Anthony Ocasio,92,42,88,2,53
Bobbie Howard,88,48,54,52,37
Casie Clark,100,60,26,6,19
Victor Sebek,43,17,97,32,88
Joseph Lorenzen,74,27,11,54,57
Lisa Gosa,77,58,11,50,5
Danny Berrios,10,2,51,33,26
Fannie Swift,25,68,13,53,93
Benton Prince,3,31,66,63,51
Elmer Comer,26,47,48,79,19
Richard Gibson,90,59,43,19,77
Boyd Hicks,4,43,18,45,27
Susan Burgin,81,77,12,7,19
Lonnie Vinson,29,56,25,20,93
Kenneth Klinger,60,57,77,4,99
Linda Sandlin,97,31,6,82,17
Fanny Frazier,4,61,2,92,74
Lindsay Canup,77,18,37,89,52
Nicole Poitier,64,38,77,84,29
Lena Veith,82,7,28,72,76
Claire Rhodes,76,28,34,41,8
Raymond Sims,100,9,30,90,88
James Mcclinsey,88,15,11,97,88
Hector Lanser,63,87,38,34,54
Maria Haug,49,60,84,83,76
Steven Rickards,2,73,62,25,18
Laila Adams,69,95,100,44,57
Mark Cameron,30,52,66,27,18
Elizabeth Heyd,0,42,1,9,13
Michael Stewart,9,58,86,81,67
Donald Brookhart,95,98,83,100,98
Kirk Farmer,49,54,34,49,86
Merle Robles,34,98,10,4,33
Edgar Aquilina,66,21,46,10,42
Terry Highsmith,84,91,85,26,55
Alfred Honn,42,65,39,15,6
Dennis Borkowski,83,87,16,11,85
Clinton Mason,42,65,12,76,39
Gladys Bielecki,65,38,90,93,77
Jennifer Jeffers,65,8,89,59,77
Carrie Ponce,39,63,47,3,25
John Melvin,40,81,88,65,15
Edward Meza,71,35,55,12,13
Mary Aguilar,80,56,12,67,21
Cynthia Monjaras,82,52,47,12,31
Olive Cooper,80,60,38,77,71
Lindsay Williams,71,78,28,5,12
Elizabeth Pharr,59,49,52,74,35
John Roses,50,29,67,79,61
Ryan Kelly,92,90,65,90,87
Gerardo Mccane,44,66,43,44,92
Don Stgermain,24,31,54,50,68
Ruby Jones,29,62,84,27,29
Edward Brockhaus,30,87,74,45,66
Pamela Henry,98,68,69,21,78
Nancy Kelley,57,17,93,33,43
Jason Newman,60,24,57,15,28
Brian Davis,25,73,9,94,18
Gary Reynolds,82,99,67,76,88
Eugene Smith,95,65,26,80,26
Barbara Harrington,96,47,61,56,70
John Jones,6,5,62,83,1
Kristina Herron,61,20,58,39,59
Pam Callahan,87,44,51,24,81
Raymond Walker,65,54,54,66,76
Mark Mcneal,96,95,75,9,81
Charles Valdez,78,84,17,41,41
Jane Booker,72,57,63,20,58
Francisca Dodson,100,25,41,71,96
Winifred Mosher,98,98,89,42,7
Stephanie Stephens,47,89,14,18,52
Joshua Blackston,96,88,32,18,4
Gregory Griffith,68,70,57,77,8
Robert Biggerstaff,74,13,33,29,23
Kristina Blakley,10,74,65,92,3
Thomas Baker,60,67,45,4,0
Ramona Quero,12,27,66,41,76
Rebecca Horne,100,40,40,28,11
Norman Hays,2,46,84,94,59
Robert Manning,89,65,11,84,73
Philip Kolasinski,9,26,17,43,72
Ursula Long,74,37,36,53,2
Terry Armstrong,59,52,38,29,65
Juan Johnson,29,76,77,42,98
Nannie Hannan,92,26,45,48,26
Charles Willmon,17,97,75,82,89
Kerri Broder,91,50,21,30,33
Daniel Fonua,82,10,69,39,33
David Labbe,66,30,37,95,41
Ben Swatzell,31,13,16,72,0
Ronda Smith,6,76,73,45,52
Duane Young,77,21,75,25,96
James Valera,87,43,59,38,80
Geraldine Burkett,14,57,27,55,75
Clifford Bagley,65,22,65,95,84
Katie Wells,92,44,68,99,65
Evelyn Ortiz,86,64,75,60,1
Shaun Stephens,27,46,77,62,69
Sheila Greenleaf,79,100,30,91,84
Vikki Shearon,91,89,38,66,31
Olga Gallinari,57,23,58,41,4
Billy Pennington,23,15,87,87,20
James Williams,31,35,73,10,95
Jesse Johnson,96,18,21,67,24
Colleen Curtis,31,72,67,72,55
James Stout,82,79,18,99,36
Maritza Albritton,27,27,98,68,95
Lowell Gillett,85,5,91,54,38
Doyle Smith,60,79,100,20,96
Eugene Frey,99,85,83,87,4
Jaime Lewis,79,66,61,7,8
Bernadette Mowrey,22,13,69,19,3
Raymond Gonzales,66,79,33,2,19
Rickey Curnutte,75,53,71,31,24
Jeremy Schaffer,73,97,39,7,35
Susan Berman,37,23,15,25,48
Jason Sommer,44,21,78,21,51
Yvette Davis,41,14,81,85,89
Dorris Reinhold,76,76,49,25,30
Alyssa Nelson,92,17,76,44,42
Gerald Mitchell,96,26,85,57,35
Jonathan Pickrell,20,9,87,89,80
George Nelson,42,8,5,58,77
Mark Chevas,11,69,86,69,15
Shellie Herring,37,23,77,17,58
Christine Long,8,2,65,0,81
Andrew Carlton,92,29,86,14,90
