name, math, english, programming_1, programming_2, statistics
Tonia Bigler,29,16,73,7,86
Charmaine Steele,89,29,52,79,9
Tim Holman,50,73,74,68,22
Joyce Fain,33,86,3,100,54
Eugene Walters,10,36,53,8,63
Theodore Lobel,77,72,65,40,61
Thomas Money,62,21,67,93,72
Michael Walsh,19,99,39,55,7
Margie Berryman,84,18,24,83,53
Nancy Gorius,19,90,78,97,0
John Iman,5,56,83,55,73
Melvin Vadnais,71,65,43,92,48
Carol Colegrove,48,100,69,19,30
Debra Thornton,90,78,29,87,53
Elias Banks,11,17,10,58,53
Jane Dolan,9,69,87,9,15
Robert Hough,78,37,71,8,56
Paul Flath,95,91,24,5,74
Paul Adams,29,1,54,29,43
Leeanna Hollingsworth,28,96,61,94,27
Helen Harvey,73,25,40,42,84
Denise Hornsby,99,56,62,82,97
Horace Richard,97,72,93,26,1
Jacob Bentley,88,82,5,49,61
William Sardinha,51,40,20,62,25
Eula Bridenbaker,57,2,84,73,36
Jamie Sanchez,35,94,57,92,84
Cindy Webster,17,44,2,14,65
Terry Highsmith,44,19,67,16,87
Brian Paul,32,1,72,92,69
Richard Hilliard,76,87,64,62,57
Rosemary Caldwell,99,99,62,83,65
Joy Williamson,29,58,92,27,97
Judith Moore,28,84,95,1,64
Kevin Lent,22,42,84,55,53
Shelly Pate,70,84,71,92,77
Donna Silvas,5,60,40,71,76
Don Stephens,0,13,57,50,63
Dorothy Pena,2,99,100,78,5
Frank Wilson,91,14,57,53,33
Ella Langston,100,88,69,57,2
Joseph Sprenkle,55,90,81,70,30
Dennis Hand,4,46,5,19,63
Valencia Branch,58,89,87,22,18
Erin Morris,29,98,96,13,82
Pam Cox,100,31,80,86,42
Maria Parsons,79,88,42,58,13
Adam Johnson,59,67,49,43,42
Kenneth Austin,14,48,54,49,36
Victor Juarez,78,94,95,63,4
Juan Carter,44,26,75,83,18
Margarita Ramirez,68,68,91,100,45
Joseph Fulenwider,17,23,66,80,80
Donald Coleman,40,99,86,97,56
James Sing,21,3,28,47,99
John Bradford,3,39,68,2,64
Melissa Lopez,99,74,32,34,73
Darryl Bolebruch,81,96,62,69,30
Shelby Childers,66,8,59,47,74
Emily Young,89,44,35,4,42
Dixie Palmer,98,77,30,30,87
Robert Kent,10,35,16,28,8
Andrew Jones,71,61,10,17,17
Craig Quay,47,19,31,72,57
Troy Williams,39,62,97,42,80
Mary Cobb,57,18,70,24,99
Angelica Johnson,32,66,92,74,70
Merle Martinez,81,19,84,7,20
Anna White,44,61,5,98,23
Imelda Morris,20,76,39,4,90
Sallie Duncan,81,98,13,94,91
Elaine Edmonds,40,93,43,12,29
Michael Zepeda,12,80,12,0,56
Bernice Jackson,74,73,42,71,96
Oscar Calloway,62,7,60,75,100
Corinne Scanlon,29,7,47,13,89
Helen Magera,75,76,94,7,44
Simon Jensen,25,78,96,14,10
Jackie Clements,39,91,69,21,15
Matthew Davis,93,59,5,65,17
Brian Tate,15,1,81,38,61
Demetrius Sluka,62,54,18,39,90
Justin Moore,52,2,25,63,10
Stephanie Martin,12,17,50,4,42
Brenda Teel,62,24,92,34,82
Josiah Oneal,23,90,88,64,69
John Magos,52,29,0,66,80
Loris Park,70,28,85,3,93
Paul Sherman,84,89,58,47,91
Francesca Reyes,78,38,94,40,87
Lai Austin,97,43,27,2,56
Sue Jennings,77,78,49,23,21
Hilary Evans,40,37,64,24,95
Elizabeth Boone,62,73,61,76,74
Madeline Huff,85,2,58,20,57
Wendy Brown,85,21,57,60,51
Javier Bell,17,69,27,91,74
Joseph Valdez,39,19,34,28,88
Joy Skinner,10,58,65,10,4
Alicia Farley,98,58,31,21,97
Jessica Rowe,94,46,35,2,39
Martin Pagan,75,17,23,40,98
Francis Rodriguez,14,80,40,45,47
George Mendoza,61,31,5,96,72
Mike Russ,28,59,31,45,5
Brian Dykas,25,84,82,16,49
Sherman Rose,26,84,42,23,99
Randy Adkins,79,87,86,99,27
Robert Delacruz,5,86,94,47,47
Donna Dennis,67,96,98,38,23
Mildred Osborn,51,52,90,38,46
Robert Esquivel,59,57,32,47,83
Matthew Schwartz,53,57,100,37,78
Sonya Berry,45,9,71,10,47
Gordon Morris,25,68,0,12,87
Ingrid Dennig,55,98,9,99,55
Marie Gumm,26,68,53,96,77
Ronald Holmes,14,92,52,26,74
Jason Liddell,98,11,83,12,31
Alice Brown,43,83,75,56,90
Thomas Shelton,87,96,99,17,47
Robert Lahey,55,25,3,47,58
John Mcgrew,85,56,81,51,44
Harold Mcconnell,10,10,54,17,55
Cassie Soltis,6,53,44,25,36
Peter Eddy,64,31,21,48,41
James Lines,26,55,43,78,46
Michael Oneil,19,1,51,15,89
Cindy Millar,49,86,31,78,73
Nicholas Hill,16,96,51,40,53
Ann Saunders,2,82,0,25,91
Virginia Lesage,45,67,13,87,93
Vanessa Greer,71,67,83,98,86
Ann Dennison,61,41,18,41,57
Kitty Sullivan,7,56,25,93,5
Helen Murphy,12,25,75,71,13
Karen Eurich,54,69,24,52,76
Rachel Bowen,74,62,86,41,89
Stewart Morales,67,62,44,31,77
Beatrice Morant,55,89,82,80,8
Nathan Schmitmeyer,65,87,87,79,77
Zachary Rivera,16,77,32,29,44
April Lerch,36,87,67,88,53
Micheal Oelschlaeger,79,1,22,36,97
Richard Alston,29,50,4,71,45
Joseph Garand,35,44,77,49,68
Renee Balderas,30,48,62,52,77
Henry Gratz,7,49,69,39,30
Charles Sprung,37,18,37,89,31
Vernon Houck,47,3,66,75,9
Gladys Woodlin,0,68,80,77,4
Liliana Kruse,57,67,37,50,12
Brenda Bowman,92,56,75,21,46
Ruth Robinson,72,97,39,32,80
Belinda Chisholm,39,59,66,11,32
Betty Martin,11,0,38,97,34
Dora Grady,72,56,30,38,99
Robert Thomas,58,76,77,14,10
Patrick Strickland,89,49,52,95,31
Joselyn Sandoval,81,36,81,27,39
Ruben Bolding,10,49,32,24,16
Sandra Hoekstra,80,0,28,69,30
Angela Oroark,53,32,45,26,90
Saul Powell,68,7,91,39,82
Karl Green,46,64,69,34,62
Cortez Tyson,89,68,83,56,99
Eric Skidgel,29,26,37,90,29
Bernadette Rodriguez,95,9,18,47,33
Ira Davidson,15,77,67,63,13
Frank Winnen,33,38,66,75,44
Colby Headley,69,74,52,96,98
Larry Fournier,48,16,78,12,16
Gladys Patterson,36,16,31,28,19
Craig Davis,91,4,37,50,40
Veronica Place,4,90,74,82,60
Helen Archer,15,13,51,22,8
Lilly Perkins,80,65,6,7,27
Andy Briceno,86,95,50,95,94
Jesse Lybarger,75,1,71,84,77
Paul Szerszen,53,77,79,0,92
Maria Perdue,58,72,87,44,90
Peggy Holley,66,17,78,72,64
Amy Dumas,32,94,44,17,56
Nathan Mcclurg,0,93,33,43,18
Caridad Baldyga,24,43,53,45,15
Darren Hebert,61,12,96,98,97
Nina Comeaux,91,13,56,58,26
David Brooks,41,32,68,37,77
Sam Vogel,34,28,37,66,99
Earnest Wood,40,87,57,97,86
Susan Wilson,11,26,39,24,15
Charlotte Sutton,83,60,29,61,29
Tracy Dee,56,82,74,7,41
Mary Marrow,57,100,72,72,69
Clarissa Bonilla,59,25,1,97,31
Jon Chitwood,80,93,90,25,74
Henry Parks,90,6,57,6,67
Michael Mickel,64,8,74,6,82
Patrick Mixon,86,61,26,24,37
Marisa Charpia,96,49,53,95,80
Gregory Germany,22,39,53,43,23
John Saunders,15,46,29,20,23
Robert Jacob,91,89,34,40,33
Marvin Valsin,60,47,7,37,10
Jeremy Chalifour,61,58,73,55,41
William Allen,1,3,11,20,20
Vivian Purnell,41,72,49,55,98
Robert Watts,65,28,55,12,86
Tonya Copeland,90,90,59,50,18
Marlene Kropff,34,11,43,87,44
Shirley Garrett,31,22,22,19,98
Fumiko Haggerty,80,88,82,47,19
Rhonda Anderson,5,15,83,2,57
Michael Singletary,28,53,77,27,66
Josephine Hall,92,86,80,0,51
Lee Mccarter,58,19,6,69,91
Thomas Eichenberger,84,40,85,13,18
William Bryant,90,42,17,30,76
Trina Campbell,14,40,32,10,49
Latonya Wegner,55,10,83,70,83
Zachary Partin,7,56,69,62,85
Lara Cannon,38,16,7,31,51
Joshua Gholson,68,10,87,96,54
Pauline Lenard,85,16,84,56,91
Donald Carruthers,71,61,19,95,49
Robert Lassiter,25,51,67,90,43
Jimmy Hale,3,30,18,35,39
Samuel Malek,56,22,83,3,67
Patricia Jacques,85,10,18,15,56
Adam Gates,53,65,35,99,47
Bryan Dewey,33,49,15,64,14
Andrew Calley,30,71,73,65,0
Curtis Montiel,44,87,1,48,45
Leo Solis,6,80,13,12,30
Marilyn Newton,53,16,13,8,19
Josie Tibbs,100,33,40,6,58
Hazel Mcguinness,72,6,83,88,34
Lynette Levine,6,19,94,92,83
Kattie Vajgrt,9,46,84,89,50
Kimberley Scroggins,30,46,15,73,37
Marvin Golden,73,80,23,64,71
Corine Santiago,40,57,89,58,56
Harris Manylath,13,13,45,84,58
Matthew Helm,77,39,85,90,69
Terrance George,3,22,74,34,20
Amber Bocook,64,27,1,36,29
Jerrell Leon,48,49,50,72,25
Brendan Hernandez,4,19,21,4,36
Mary Pryce,43,76,42,60,96
Thomas Amaral,84,25,22,74,68
Marie Parker,6,29,52,50,88
April Garo,73,59,34,21,37
Latonya Mincy,67,71,52,82,52
Beatrice Williams,44,91,60,5,1
Robert Andrews,32,10,64,85,89
Jeanette Clark,46,63,40,14,13
Angela Marshall,33,63,70,17,93
Stanley Bernard,20,34,30,60,20
Glen Moore,27,13,68,17,51
Edith Mattos,57,20,10,82,28
Tara Wood,15,61,50,59,16
Mary Stohlton,65,20,90,20,46
Sam Rybak,24,22,20,88,78
Dennis Nicholson,36,6,1,16,21
Jeffrey Bridges,21,78,34,14,27
Clyde Young,59,13,25,34,42
Dennis Rowe,44,1,21,100,28
Rose Horton,51,33,65,29,46
Kevin Curb,16,62,25,20,78
Jessie Durham,8,14,17,40,63
Ron Matthews,96,7,13,10,42
John Lepard,53,66,11,9,48
Stella Jones,41,29,16,9,6
Charles Borghoff,84,40,51,19,20
Kevin Young,78,44,23,15,50
Gillian Mayhew,87,66,82,94,25
Charles Cobbs,90,21,85,84,77
Ryan Woodcock,76,94,45,19,71
Spencer Torno,60,21,32,56,74
Jesus Jones,9,64,9,39,59
Joseph Ward,42,75,0,69,52
Kasey Harper,38,96,20,41,5
Michael Webb,45,2,45,98,34
Deborah Magee,89,6,75,65,32
Sandra Goff,80,62,13,55,80
Frank Breedon,33,79,47,16,40
Dean Johnson,55,75,54,31,34
Steve Wyatt,43,16,77,49,25
Kathleen Smith,99,56,7,18,92
Freddy Reardon,46,18,14,27,79
Ilene Booker,71,25,99,44,59
Craig Lane,72,66,12,71,56
George Rodriguez,49,20,7,65,49
Olive Jacoby,41,55,10,53,85
Woodrow Sample,9,48,33,5,95
Ronald Teeter,79,58,28,94,15
Jason Gallo,91,26,82,46,97
Sara Wiltse,13,30,97,98,29
Lillian List,34,46,29,80,82
Aisha Doty,64,4,73,8,19
Henry Rendon,59,3,79,62,34
Justin Saldana,71,76,76,23,24
Jennifer Petersen,38,97,21,2,81
Randy Seeley,65,38,47,6,64
Henry Meyer,40,78,100,4,1
Gregoria Tyler,23,6,70,7,89
Scott Still,100,33,90,75,19
Joy Smith,86,5,22,25,15
Charles Frank,24,72,11,32,68
Garth Hurd,65,16,63,19,8
Virgie Czapor,16,95,53,5,18
Patrick Potts,67,53,87,54,66
Eric Tucker,37,6,74,89,80
Shirley Lauer,94,32,55,48,91
Karen Gerula,94,99,86,94,42
Anne Busby,42,84,3,83,98
Laura Peeples,41,99,78,28,53
Adeline Kim,81,34,91,2,28
Keith Metzler,25,99,15,49,5
Jacob Garza,23,96,97,61,71
Leslie Richardson,67,41,47,35,31
Lisa Belanger,97,27,77,96,59
Margaret Pelletier,73,82,25,55,83
Veronica Francis,48,56,81,100,47
Diane Keane,15,35,66,27,62
Felipe Harrison,71,31,33,40,39
Manuel Weigand,30,64,56,54,20
Brian Pope,4,19,53,54,24
Esther Herda,17,30,39,63,98
James Prudhomme,89,70,36,57,58
Tony Odebralski,60,35,78,67,27
Jose Muscarella,1,81,24,66,87
Paul Buckley,72,94,21,60,47
Judy Holland,13,35,20,2,16
Sandie Tucker,52,9,44,4,84
Kimberly Kelley,81,10,49,18,24
Alejandro Palmer,15,22,50,53,34
John Barnes,53,35,85,23,85
Jarod Arnot,63,14,92,75,89
Ned Seaman,60,21,85,99,18
Michael Dieteman,8,16,90,8,12
Laverne Daniel,12,66,89,81,68
Norma Williamson,91,88,78,78,76
Julie Goodrich,79,3,11,32,32
Bernice Reynolds,79,83,0,56,30
Lourdes Creech,45,98,28,76,100
June Reposa,20,87,77,35,19
Jennifer Graham,41,96,34,70,48
Theodore Pink,75,1,82,1,8
Rhonda Mcclure,80,41,58,49,23
Harvey Hansen,82,27,5,73,82
Gerry Binder,51,66,22,16,34
Lydia Cournoyer,64,73,8,0,11
Albert Tighe,2,58,35,0,35
Mary Singer,42,44,81,91,52
Bonnie Voss,47,87,81,76,81
Barry Gebo,70,10,15,5,86
Joseph Kohnen,4,5,97,92,15
Linda Sutton,15,98,28,41,72
John Johnson,93,68,41,60,71
Christine Pontius,100,74,98,52,9
Robert Dabbs,90,2,51,31,87
Margaret Kennedy,96,43,45,48,89
Henry Bradshaw,96,63,99,56,91
Gregory Milstead,52,38,79,71,56
Ira Hendricks,49,9,96,46,80
Phebe Robson,99,18,14,34,44
Bruno Ramirez,44,58,82,55,36
Meredith Seyer,38,14,73,30,35
Janet Wallace,71,64,88,4,36
Steven Lowe,11,58,39,28,57
Bernice Wright,8,94,19,19,99
Russell Schneider,54,63,15,71,0
Joan Conger,37,24,72,88,8
Michael Coley,4,80,99,31,44
Amy Gray,33,78,83,42,15
Debbie Dorsey,43,43,41,64,83
Minnie Bright,81,65,42,20,92
Cynthia Li,65,26,20,54,39
Roxie Barlow,79,67,69,8,36
Jason Mcmaster,8,85,79,35,70
Shirley Bellas,39,25,64,15,38
Klara Strom,54,70,14,100,67
Mathew Flath,37,10,16,34,34
Elizabeth Hanson,24,43,72,25,39
Ken Norley,34,53,81,32,16
Elliot Howard,97,95,23,93,77
Shirley Purser,87,27,93,61,77
James Carlan,1,88,23,35,86
Michael Woodworth,72,86,86,69,45
Kathryn Ly,8,24,23,76,24
Donald Sietsma,26,85,10,99,70
Nilda Hollyday,69,10,96,98,96
Adam Leath,86,53,49,51,84
Lena Martin,19,35,44,25,19
Carol Staples,23,17,25,3,63
Derrick Olesky,35,28,66,32,92
Billy Bodrey,66,77,32,51,65
Kellie Boucher,10,46,57,32,26
Andrea Hall,16,24,11,63,85
Ruth Aveline,39,22,37,98,21
Patricia Christen,98,53,23,9,47
Katherine Cobb,16,29,49,1,20
Nathan Brown,72,35,16,24,47
Robert Zamora,58,4,3,61,28
Jackie Greene,93,40,87,54,16
Amanda Clay,96,3,91,32,25
Xavier Shelley,51,51,85,12,37
Alison Wilder,69,5,51,28,90
Helen Lopez,98,13,41,25,55
Brad Shirley,84,4,70,5,5
Candace Cryer,35,0,38,22,27
Steven James,94,62,38,63,49
Mildred Ferris,36,17,62,6,46
Jessica Vavra,26,92,62,27,92
Mary Luther,61,58,7,81,88
Frank Battle,75,94,7,0,69
Helen Willett,88,42,71,91,83
Hanh Peterson,2,47,62,57,99
Rose Graber,85,91,57,65,87
Scarlett Brooks,75,72,3,14,70
Julie Martindale,87,13,85,87,74
Helen Tibbetts,80,91,79,2,62
Lawrence Rosenthal,98,52,50,30,98
Heath Dirienzo,63,27,91,21,58
Tony Doke,88,46,24,7,74
Paula Huhman,49,36,16,46,34
Blossom Miles,34,8,42,26,20
Carol Robison,93,4,66,48,13
Elizebeth Stowe,91,22,36,89,61
Valerie Powers,3,19,100,62,82
Deborah Ping,66,95,91,51,89
Kathy Carrillo,23,78,52,9,99
Nathan Breitenbach,95,89,26,37,25
Sarah Wigfall,22,56,24,86,24
Cliff Meixner,69,86,58,60,88
Maria Burchfield,86,81,16,41,58
Catherine Fields,29,54,84,61,95
Christy Avila,36,34,20,63,23
Daniel Robinson,92,97,42,18,53
Stephanie Miller,66,67,11,87,99
Ernie Jorgenson,69,28,63,70,69
Beatriz Green,38,75,45,39,63
Kelly Davis,33,42,27,63,83
Marvin Sadberry,15,39,58,18,19
Timothy Schmidt,22,17,48,19,11
Kasie Holley,61,35,80,80,20
Paula Goldberg,71,35,64,58,85
Lawrence Martin,36,65,15,91,33
Virginia Smith,16,92,34,56,2
Ada Mason,23,99,69,92,67
Patricia Newkirk,84,11,97,55,96
Bruce Haselton,60,11,97,52,18
Sharon Summers,86,77,88,8,100
Nancy Stroud,77,63,55,6,92
Thelma Johnson,17,15,51,99,37
Joann Smith,74,17,100,18,46
Tamika Hernandez,77,27,33,82,57
Arnold Witter,92,26,8,72,53
Anthony Hix,92,58,59,58,89
Jason Haynes,50,42,88,63,28
William Davis,38,53,69,96,72
Steve Schuler,87,0,76,92,20
Matthew Edwards,86,6,100,54,74
Julie Beckman,38,17,34,69,51
James Mendosa,64,100,98,36,44
Phyllis Smith,76,82,63,2,52
Mary Oquendo,86,89,51,100,47
Frank Gain,32,90,23,24,94
Kenneth Macina,20,7,72,39,55
Richard London,3,57,62,23,82
Joseph Gomez,72,0,3,22,61
Thomas Manning,28,4,21,33,22
James Williams,81,81,0,79,88
Larry Jones,100,10,99,42,27
Barbara Piro,96,6,11,82,61
Garrett Carroll,91,80,6,75,17
Sonia Wasilewski,94,91,4,1,77
Charles Metcalfe,34,7,41,15,4
Lucy Combs,68,46,18,6,56
Daniel Goodwin,43,94,38,67,36
Joseph Clements,84,20,82,100,100
Geraldine Holmes,91,69,29,72,39
Susan Mayer,63,47,75,34,37
Elsa Hodge,81,1,1,90,90
Dennis Allen,49,46,51,47,100
Scott Lang,18,10,71,81,16
Laurie Sanchez,53,32,52,91,24
Kathleen Valentino,25,96,51,100,52
Russell Perez,0,25,87,64,21
Chloe Cardenas,48,26,72,46,93
John Klaus,69,28,25,64,66
Richard Wood,25,10,65,41,10
Reggie Morris,91,56,16,80,28
Roberta Phillips,23,63,74,45,20
Hope Dam,43,19,29,27,86
Ira Grace,80,33,5,95,52
Michelle Mahoney,11,91,70,8,88
Bonita Culliton,36,57,45,74,36
Guadalupe Gray,71,99,93,59,1
Tracey Lamm,99,7,29,9,81
Steven Cripe,57,6,86,18,97
Helen Gustovich,73,83,52,53,51
Frank Estrada,88,12,71,96,69
Brad Dutton,97,43,28,53,80
Joshua Thompson,33,63,31,36,99
Tena Arevalo,75,88,83,32,41
James Blocker,70,53,39,20,79
Sonia Finn,49,88,88,33,16
Dean Libengood,89,51,27,31,79
Wendolyn Milner,52,76,25,81,0
Julia Hollinger,61,50,19,64,100
Harold Hinson,71,1,32,49,33
Katrina Maasch,99,94,65,9,10
Darryl Patel,61,65,43,19,11
Margaret White,42,0,33,99,81
Tracy Charles,60,7,93,55,1
Paulette Whitmore,56,63,75,39,62
Michael Scuderi,75,44,76,44,79
Nancy Garner,95,82,18,61,88
Linda Smith,28,31,62,93,91
Adriana Caldwell,47,91,77,43,95
Arthur Jones,100,6,91,13,68
Michael Marler,46,11,67,74,5
Bessie Bourne,13,100,43,54,49
Lloyd Whittemore,29,59,61,8,10
George Kidd,37,98,62,19,60
Elizabeth Mcmullen,86,22,99,51,98
Erika Hebert,10,58,46,43,89
Charles White,0,99,87,26,34
Shirley Booth,10,37,50,59,12
Jack Cox,69,23,80,68,90
Martin Martin,73,26,21,45,82
Gloria Horn,93,71,18,60,20
Justin Ellison,94,35,95,48,69
Janice Beebe,41,51,43,19,70
Ruth Agudo,21,89,17,12,26
Catalina Bridges,23,94,3,85,92
Irma Love,5,70,88,54,42
Abel Booker,27,39,40,77,29
George Lincoln,51,31,17,53,11
Paul Hairston,44,58,24,59,96
Marie Maynard,13,98,84,4,34
Blanche Baptiste,37,0,92,98,12
Edwin Orts,58,44,58,45,64
Ricky Ross,26,40,33,17,25
Christopher Hamilton,33,77,77,48,82
Charles Baggett,73,75,50,5,50
Juan Hagens,69,40,96,95,53
Richard Young,72,26,10,75,51
Nancy Moffett,76,70,22,81,24
Antonio Ross,4,79,87,81,41
Margaret Davis,99,98,31,33,41
Dora Pannell,72,15,99,15,38
Dwight Evans,60,27,81,54,52
David Haines,69,46,86,0,57
Jackie Naylor,84,44,41,56,82
Laura Newby,12,43,31,97,17
Linda Salas,98,86,13,13,80
Jeffrey Hill,24,33,23,43,45
Jennifer Smith,36,82,26,31,38
Tracy Smiley,98,1,15,42,84
Joan Holloway,87,81,9,0,86
Jimmie Oneal,13,92,5,80,91
Francisco Williams,67,53,76,88,59
Dwayne Walker,77,76,3,79,81
Thomas Smith,13,70,72,16,40
John Ramirez,0,5,34,52,17
Kerry Castillo,7,71,80,14,56
Diana Wood,54,87,57,75,74
Berniece Antle,8,1,49,87,98
Beverly English,79,4,73,20,93
Craig Sola,93,50,70,61,8
Charles Gomez,72,54,23,78,75
Scott Griego,0,36,56,91,81
Brendon Hayhoe,61,92,21,28,50
Gretchen Plante,57,19,84,95,100
Robert Nguyen,65,79,16,8,16
Mary Goetz,22,81,55,31,44
David Vanhoose,94,62,13,52,32
Ethel Johnson,76,24,69,42,78
Marvin Clark,30,32,21,11,87
Wayne Jones,100,50,67,86,50
Antonette Farner,67,12,78,11,53
Jonathan Rothman,34,86,98,56,4
Milton Tellier,82,71,100,98,25
Daniel Mayes,24,36,71,83,69
Joan Mullins,29,69,10,8,46
Bonita Rodriguez,50,38,74,80,48
Lucille Hansen,73,23,73,63,93
Brian Thibault,49,62,55,74,67
Jamie Tebow,23,37,66,6,53
Anita Underwood,67,0,56,62,34
Javier Burke,2,47,11,86,0
Ray Ross,93,32,78,53,18
James Ortiz,14,45,41,73,83
Ron Palmer,69,67,26,35,42
Charles Wolfe,62,72,1,71,25
Linda Perry,85,96,11,58,22
Patricia Forbes,0,40,42,5,23
Ryan Vestal,56,52,60,83,92
Roberta Blackman,88,97,96,48,41
Manuel Guillory,30,22,44,6,55
Howard Thomas,31,53,42,89,75
Casey Nance,4,2,93,46,5
Rodger Boykin,36,64,38,63,50
Brandon Wood,17,66,81,61,98
Shirley Hogarth,8,77,74,40,18
Nathan Rascoe,89,54,20,33,26
James Shearon,26,24,58,5,73
Jacqueline Acevedo,60,21,27,61,99
Vivian Rivers,47,82,68,22,11
Victor Hess,37,15,65,60,64
Sherrie Schwerdtfeger,40,9,78,64,25
Yolonda Neang,69,8,33,28,90
Marc Mclean,11,92,91,38,45
Micki Angel,24,50,86,27,2
William Ortiz,48,73,44,61,67
Jerome Fox,86,19,100,13,40
Alfonso Best,27,54,16,53,37
Gregory Halverson,43,48,80,13,23
Dan Barrick,44,15,20,57,87
Leanne Stockdill,76,83,39,14,82
Christopher Gallagher,68,15,71,12,44
Donald Killian,60,23,39,49,37
Nina Field,44,38,95,70,51
Glenda Glover,36,41,84,9,1
Reva Potts,32,66,59,86,33
Irene Kyle,59,36,92,53,95
Karen Henle,4,27,76,11,78
Courtney Coffin,19,43,41,46,81
Courtney Montoro,31,74,51,54,33
Gianna Gallegos,85,59,7,33,58
Bruce Campbell,55,81,90,57,96
Lionel Osborne,25,95,31,76,5
John Sines,42,23,71,76,98
Meagan Kirby,62,90,74,67,31
Anthony Poulin,99,54,38,42,82
Leroy Walden,78,73,68,13,88
Karen Hensley,14,76,53,93,47
Mary Barrow,83,43,90,73,33
Lorraine Labrum,87,74,90,61,9
Patricia Hoffman,2,40,1,11,95
Michael Owens,100,80,68,16,50
Paula Goodman,73,74,40,22,68
Ann Pugh,1,85,18,38,94
John Benitez,65,100,36,35,70
Barbara Lowe,30,38,70,6,43
Patrica Williams,27,41,41,49,10
Paula Godwin,9,72,11,35,31
Betty Gannon,89,6,83,75,29
Diane Davis,52,79,86,95,77
Edwin Patton,43,24,32,76,4
Mildred Mayo,92,42,56,70,33
Harry Allen,17,82,59,39,83
Rodney Doty,80,11,66,66,37
Christopher Wilhelm,50,2,15,80,19
Wayne Sutton,82,72,53,9,83
Jennifer Goss,77,56,76,20,4
Alejandro Ewing,34,33,27,6,28
Julian Goad,67,29,34,35,76
Alberta Dorch,52,47,80,68,7
Cassandra Nguy,44,74,95,45,89
Gary Martinez,97,37,69,42,97
April Jones,99,47,89,90,12
Harvey Miranda,67,45,95,36,30
Louise Bell,68,46,3,91,8
Peter Humble,95,29,67,94,79
Suzanne Clark,21,94,26,84,90
Edwin Woodward,39,32,29,28,54
Jacquelyn Childers,33,43,7,64,1
James Thomas,19,36,35,10,12
Edwin Walter,70,73,35,31,83
Doris Conte,89,19,41,15,19
Sally Wysocki,73,7,62,48,92
Randy Roloff,6,67,76,49,51
Tina Blanco,40,47,62,62,91
Tuan Buckley,29,40,59,42,48
Joe Wescott,81,5,82,59,87
Rosalinda Aubin,29,47,55,34,61
Chad Chaffins,3,82,35,4,16
Charles Mcguire,97,42,91,90,68
Verline Medrano,11,24,68,13,12
Ray Myers,50,74,45,71,73
Buffy Mcsorley,34,8,70,26,45
Nieves Vankeuren,17,10,9,48,31
Carol Hunter,6,81,67,93,33
Alan Lambert,92,84,81,30,25
James Spradley,34,39,53,77,77
Nancy Mattox,50,75,21,20,63
Art Hightower,24,22,47,4,14
Sylvester Bourbon,37,78,15,9,24
Shane Moran,47,58,70,6,76
Michael Kirkland,48,38,23,62,50
Chris Rowan,100,42,82,84,6
Marilyn Money,84,19,14,7,41
Rodney Holmes,48,84,99,33,12
Paul Rose,23,63,90,96,55
Lottie Blaine,6,97,17,92,63
John Altieri,92,31,100,35,46
Charles Beanblossom,44,25,22,52,20
Gary Guidry,14,16,56,31,79
Deborah Beaucage,68,94,92,99,85
Tom Craft,9,58,75,37,43
Jacqueline Allen,28,28,90,45,59
Theresa Mckinney,88,77,41,3,31
David Romeo,52,49,29,20,91
Raul Baptiste,76,0,18,51,7
Kristine Mccalmont,32,80,22,23,16
Kenneth Stoneback,74,54,17,14,86
Reginald Willcutt,20,89,75,26,92
Susan Hilliard,31,39,16,0,83
Cathy Day,35,0,34,41,96
Barbara Suber,57,96,25,53,12
Andrew Kelly,36,50,20,79,49
Kimberly Gloeckner,86,73,22,57,20
Dolores Russell,51,49,3,25,7
Lucia Hazel,24,39,66,45,75
Jessica Fuhr,79,98,32,64,68
James Hutchinson,57,23,16,19,25
Donald Mayher,74,16,92,22,77
Loretta Mcdonald,33,86,28,86,33
Hattie Gottschalk,98,7,83,39,98
Edmond Shaw,8,59,87,27,84
William Pollard,95,55,6,88,93
Helen Roberts,57,92,74,61,40
Meghan Hawkins,98,72,36,26,78
David Mauffray,97,89,93,14,42
Roberta Peterson,19,25,15,5,85
Chris Barnett,4,57,0,1,68
Rosa Barrett,17,6,64,48,26
Edwin Torres,16,98,60,43,90
George Stevenson,85,72,98,71,78
Travis Young,35,7,39,22,24
Kevin Wharton,75,36,38,53,56
Mark Ortega,61,54,91,86,79
Charlotte Keri,28,87,22,14,4
Jefferey Hunt,88,42,95,94,29
Eric Herndon,77,9,44,30,1
Rose Starzyk,41,5,42,26,47
Francisco Fortier,52,41,95,75,32
Christopher Deberry,68,40,73,69,97
Joe Resendez,57,67,93,18,41
Gloria Snyder,23,21,69,50,46
Eunice Hinrichs,46,11,4,15,94
Fredrick Moore,2,18,71,84,67
Jeanette Aguilar,73,71,61,6,18
Elizabeth Sealock,71,69,90,75,62
Delphine Settle,50,26,53,0,50
Leonard Allen,3,72,56,66,0
Raven Golay,46,36,95,85,84
Robert Clark,78,83,100,97,35
Judith Roudabush,14,38,72,75,51
Jewel Adams,20,73,75,24,27
Janet Haley,32,80,24,36,90
James Kelsey,42,12,40,8,5
Aubrey Banks,33,53,32,3,63
Margaret Brittain,74,72,32,3,71
Micheal Hernandez,28,58,24,69,57
Alfred Werner,14,96,95,53,93
