name, math, english, programming_1, programming_2, statistics
Daniel Anderson,72,73,29,88,18
Lori Breit,42,1,90,16,5
Thomas Peoples,29,36,93,25,64
William Bowers,57,81,8,62,38
Isabel Avitia,93,3,39,17,27
Dorothy Yaeger,11,67,52,93,20
Katherine Mallard,59,8,79,89,52
Jimmy Walsh,31,65,13,48,57
Angela Evans,78,1,5,65,0
Billy Sullivan,32,96,61,17,49
Margaret Little,85,90,66,94,65
Ellen Cowles,99,6,14,66,33
Georgia Taylor,26,77,60,30,59
Aurora Perisho,60,40,36,80,53
Dorothy Barnwell,43,25,83,78,4
Richard Bush,78,23,6,24,61
Phyllis Flannigan,92,63,60,51,47
Donald Amsden,71,54,78,39,51
John Kang,82,63,63,32,9
Katie Defreitas,4,88,72,92,19
Lawrence Bourne,1,4,52,48,86
Alicia Turner,90,28,85,69,30
Thomas Morrissey,26,34,7,67,83
Christopher Worthington,6,44,46,49,38
James Gallagher,3,21,74,32,29
Billy Huelle,1,27,89,33,12
Letha Jones,4,11,25,30,84
Sadie Chueng,96,81,10,78,60
Susan Aguilar,100,81,47,58,43
Bobby Lee,47,34,81,62,70
Michael Lara,85,9,57,36,43
Beverly Mitchell,71,66,45,42,10
Margaret Puskar,62,25,14,84,23
Monique Ellis,61,68,84,32,93
Ronald Ryan,53,85,94,19,58
Rebecca Perry,71,85,78,18,51
James Carovski,32,65,77,34,74
Lisa Caul,54,78,32,79,52
Elenora Hampton,34,6,34,0,60
Elaine Moore,73,44,56,24,98
Ronnie Norton,77,23,79,40,72
Harry Wilkinson,11,23,17,48,63
Frieda Dunleavy,50,64,72,82,40
Robert Blay,30,16,88,97,30
John Benedict,93,99,6,71,50
Marcus Mcbride,68,12,28,68,57
Hector Bynum,25,20,18,44,28
Mercedes Babcock,69,75,5,70,93
Helen Rivera,73,34,90,18,23
Adolph Kirk,94,4,37,64,56
Mabel Boyle,41,8,37,28,27
Thomas Ryder,24,85,11,62,19
Mary Johnson,36,84,14,91,30
Ruth Caudill,86,17,34,78,62
Jennifer Donovan,27,32,40,83,67
Regina Henderson,33,73,66,4,70
Dallas Davies,32,97,16,8,32
Melissa Bartley,47,53,88,59,43
Henry Slenker,9,39,94,64,31
Henry Wilson,100,78,89,95,91
Timothy Tinsley,54,76,97,17,37
Melissa Lowery,92,32,48,40,87
Alexandra Stewart,67,75,6,97,90
Thomas Hilton,83,59,69,17,1
Gertrude Hall,49,10,9,88,84
Marquita Cooper,100,9,79,77,32
Eva Schenck,49,81,61,61,38
Raymond Moser,87,63,26,52,69
Elizabeth Ledin,97,84,76,27,43
Clifton Brooks,5,44,46,96,87
Ernest Terry,88,71,46,7,79
Scott Swift,93,54,67,48,72
Roger King,84,53,40,40,59
Katherine Cabiness,10,18,70,44,45
Bernard Perry,19,56,56,59,36
Pamela Clayton,62,59,9,73,66
Virginia Nolte,89,50,4,77,14
Emile Florence,40,33,34,50,4
Norma Rotella,0,30,34,51,5
Mary Larson,8,79,91,94,13
John Benn,89,25,45,58,57
Daisy Vansice,63,35,75,32,79
Brittany Moore,89,1,42,30,45
Bryce Parris,76,82,61,5,72
Bertha Kirkwood,40,31,79,19,93
Beatrice Woodworth,32,67,60,64,40
Rodney Littleton,30,72,38,20,53
James Perry,27,13,83,32,6
Nathaniel Lupton,34,62,94,46,7
Phillip Beard,79,49,34,90,41
Jennifer Ledwig,91,27,32,80,72
Amie Olivera,15,11,82,97,56
Scott Cosby,30,98,10,25,99
Charlene Miller,33,58,51,80,51
Kenneth Burns,94,35,81,91,34
Ronald Johnson,87,94,84,22,44
Arlene Swackhammer,19,23,78,12,7
Julie Streb,21,2,3,7,82
Jimmy Dossey,91,44,6,19,59
Delbert Vaca,44,39,59,100,20
James Fishman,79,81,85,84,82
Nanette Palazzola,61,44,97,42,21
Elaine Blanchard,52,8,10,76,95
Patricia Vanscooter,82,70,75,26,50
Elsie Phillips,99,16,28,95,2
Anna Banville,77,50,43,57,11
Randall Jordan,2,71,67,81,12
Andy Riebau,78,47,90,83,87
Melissa Gassaway,39,47,62,61,2
Joseph Cavanaugh,57,66,96,30,7
Barbara Miller,75,82,54,76,74
Leah Jobst,18,25,48,81,72
Ida Sentell,77,90,48,13,98
Mary Tracy,33,39,71,73,33
James Wooten,97,14,84,76,22
Royce Ricks,37,20,76,97,1
Robert Whisler,99,50,90,43,21
Joann Benedetto,48,80,53,0,79
Donald Niday,4,32,69,66,9
Bertha Wood,79,95,9,66,2
Larry West,78,56,31,86,96
Jennifer Weisner,38,55,11,85,60
Juan Tucker,5,6,99,46,82
Jason Clark,29,38,67,58,42
Shawn Pfannenstiel,97,84,22,31,87
Thelma Hawk,74,80,39,83,5
Desiree Jamon,35,40,72,48,97
Abby Oconnor,65,45,3,16,16
Deborah Dunn,90,57,75,45,41
Jade Beshears,86,41,8,71,91
Jesse Cuadras,79,70,59,38,95
Jacqueline To,64,84,39,94,41
Robert Reed,11,6,32,4,58
Lavina Sharpton,99,24,99,22,66
Dana Gallagher,34,35,25,39,47
Shannon Ortiz,19,81,4,44,72
George Greene,19,28,61,47,10
Deborah Perez,5,25,41,19,99
Bruce Wilkerson,47,68,40,3,4
Nadine Will,5,0,37,91,86
Patricia Mattison,17,3,71,26,20
Elsie Smith,54,26,2,8,22
Marcos Harless,90,21,50,69,47
Marcus Crespo,51,3,75,52,10
Victor Swanson,1,37,57,22,23
Patricia Mccalley,90,99,5,54,95
Blanca Davis,65,85,90,58,98
Daniel Callahan,92,13,65,35,26
Jake Alford,12,43,11,96,79
Glenn Montiel,0,46,71,99,15
Justin Hanson,49,2,72,29,76
Susan Timme,24,37,32,64,62
Ronald Murphy,67,17,43,16,87
Emily Gaskin,98,73,35,43,59
Marianne Ferguson,42,82,52,67,16
Pete Meredith,10,16,38,70,28
Christine Prost,36,70,28,18,63
James Cousins,78,36,4,25,52
Leonard Dungey,3,4,93,0,37
Jennifer Bowker,10,93,10,19,54
Denise Marcos,3,77,17,41,42
Edith Cuffe,42,80,68,29,66
Vernon Mccammon,52,0,79,60,13
Allen Parker,55,46,8,44,49
Daniel Brock,32,88,58,36,98
Louise Bush,63,31,84,62,84
Erika Carrasco,41,55,34,43,24
Ryan Lossett,96,54,23,93,62
Roger Buehler,26,1,85,93,30
Nora Urban,42,95,49,71,99
Travis Strayer,36,49,70,55,95
Timothy Mendibles,66,13,45,35,38
Patricia Hensley,48,44,25,41,77
Natalie Adams,83,19,81,32,67
Roger Pinkerton,60,70,62,67,56
Vincent Williams,14,68,6,78,94
Lois Perez,24,98,39,77,47
John Owen,5,57,53,87,26
Glenn Barnes,34,91,41,23,2
Lauren Roehm,72,2,25,95,98
Louis Fendley,50,65,55,42,47
Lindsay Jones,14,60,36,96,26
Dennis Jones,9,84,38,26,40
Scott Cobian,34,14,21,33,34
Monica Nichols,87,0,88,57,25
Corrie Villanueva,16,97,38,1,9
Melissa Peters,28,39,45,14,33
Herman Mayfield,7,95,72,27,69
Johnny Shannon,7,75,97,81,62
Dale Mackenzie,36,59,56,58,69
Edward Burrow,39,91,98,17,25
Timothy Valentin,1,30,93,47,85
Chris Vinton,28,79,89,67,30
Joseph Mulrooney,78,67,93,0,32
Lillian Marshall,35,61,46,32,73
Charles Stanley,89,21,44,53,58
Nancy Simpson,8,37,1,63,31
Gregory Herman,56,21,43,55,12
Lois Moon,31,94,80,85,18
Demetrius Rainey,47,83,87,78,47
Robert Allen,9,96,8,8,6
Phillip White,91,51,28,55,26
Maria Decker,30,78,77,92,40
John Morse,21,79,77,6,8
Stephenie Owings,41,98,57,51,18
Phuong Snyder,0,82,76,85,61
Raymond Kennett,64,44,38,58,72
Terrell Benjamin,57,42,73,65,36
Richard Bell,28,92,85,74,76
Edgar Fowler,73,46,28,38,40
Marybeth Bolden,98,11,5,59,49
Pamela Swartout,63,29,71,6,26
Melvin Wilson,42,11,3,72,61
Patti Henry,63,22,44,48,10
James Price,51,14,38,60,97
Michelle Mendoza,93,11,100,57,39
Olga Girard,85,35,41,68,33
Julia Baza,77,58,87,40,84
Annie Mcmullen,38,89,29,20,57
Susan Israel,37,76,1,40,25
James Williamson,85,84,89,33,26
David Mccain,47,16,66,27,96
Juanita Garrard,0,44,80,42,16
Oscar Medas,49,15,30,64,22
Raymond Williams,17,14,64,15,2
Jason Cox,4,77,43,97,86
Clara Cain,81,80,0,55,2
Javier Dreessen,43,2,55,50,87
Doris Lawrence,27,19,48,87,7
Elisha Cordeiro,62,76,59,63,24
Jesse Bramblett,41,10,72,55,96
Jodi Merkle,41,85,96,87,77
Lisa Fischer,63,98,67,96,55
Tracy Tolbert,41,37,57,59,9
Jamie Kost,96,62,25,51,42
Robert Lozey,33,5,43,92,64
Jennifer Sartor,31,71,29,28,1
Audrey Ribeiro,10,44,34,93,80
Patrick Hansen,15,80,47,31,37
Maria Fox,24,1,61,40,93
Jessi Barksdale,53,84,31,2,77
Phillip Ulrich,57,62,58,75,21
Ivonne Merriweather,57,17,27,74,77
George Smith,38,32,22,10,44
Harold Dupre,53,34,80,45,8
Jennifer Dronick,91,64,93,97,30
John Dorris,18,99,26,64,44
Paula Miller,12,67,76,82,10
Robert Smith,87,38,11,79,85
William Castleberry,68,71,77,49,28
Betty Tremblay,100,28,29,47,57
Mark Graves,34,73,67,56,21
Andrea Peterson,29,89,18,55,63
Karen Douglas,63,70,62,8,48
Afton Hardy,17,65,35,21,97
John Fletcher,26,42,83,31,0
Mildred Ward,13,98,66,72,80
Nicholas Mowers,100,59,43,34,46
Gordon Geist,62,10,76,83,67
Juli Riley,44,13,100,48,75
Lewis Shumock,54,5,23,78,63
John Mccracken,44,25,72,12,61
Lisa Pace,8,41,47,94,63
Lisa Leese,10,17,93,75,17
Pauline Hatcher,52,5,11,10,45
Rebecca Barker,99,57,12,93,56
Jacob Folkerts,51,82,89,96,97
Timothy Backer,19,85,96,60,50
Jasmine Nagle,25,5,100,19,52
Hilda Morales,36,76,11,13,28
James Mcmahan,42,65,43,72,96
Philip Gottfried,80,7,13,79,61
Chelsea Avendano,12,93,13,5,100
Daniel Wright,10,90,10,32,89
Martin Trujillo,0,73,100,11,71
Carrie Whitman,16,13,14,79,21
James Holbrook,64,51,1,23,67
Sharon Damato,100,94,59,69,37
Janette Chang,53,19,72,90,78
Janet Ramos,66,82,81,78,78
Scott Schoenfeld,23,79,9,58,50
Paul Noblitt,19,53,70,10,39
Leroy Torres,82,15,33,39,77
Kimberly Rice,31,4,75,43,48
Amy Messer,24,55,82,9,13
Jonathan Simmons,20,63,86,64,27
Claudia Phillips,26,10,50,19,39
Thomas Oliver,23,19,20,23,63
Vincent Schanz,51,98,35,28,32
Melvin Young,56,50,78,26,66
Linda Geter,7,94,11,22,76
Maurice Leung,21,7,79,95,19
Jason Hill,43,26,26,78,1
Michele Farrington,31,84,90,49,19
Maria Metevier,86,19,46,81,18
Lina Lamus,5,67,19,74,51
Danny Mcloughlin,50,89,70,81,60
Diane Agro,40,95,8,45,83
Esther Burgos,70,16,0,77,57
Mark Hodgson,86,11,66,63,72
Martin Riley,76,92,83,65,91
Wanda Dean,47,76,19,71,14
Tyler Breit,9,96,27,32,21
James Wood,5,84,8,80,9
Micah Mullins,32,14,14,69,16
Nathan Najera,55,68,58,83,22
Orlando Spradlin,89,53,8,2,30
Daniel Peters,8,35,66,67,14
Patricia Valdez,47,0,90,84,39
George Mckinnon,59,14,44,48,3
Lola Bollman,66,100,41,26,83
Nina Williams,38,29,15,24,2
Roman Gutierrez,61,91,92,14,11
Melissa Stringfield,92,22,5,25,76
Henry Freeman,21,83,22,77,27
Susan Chen,52,1,34,86,58
Denise Kluge,8,71,62,77,34
Adella Brunet,8,77,2,8,30
Zandra Green,63,52,25,81,3
Stanley Byrd,78,29,12,50,5
Terri Wright,72,37,89,62,46
Anne Skiles,43,49,63,60,58
Billie Nelson,57,1,22,51,63
Gregory Jackson,16,76,98,62,20
Dorothea Price,12,26,37,18,36
Jenelle Lynch,79,82,92,71,43
Gisela Turner,67,85,1,37,7
Lorenzo Cunningham,92,11,35,55,26
Maynard Key,30,74,68,70,31
Bill Bell,44,73,55,54,30
Margaret Jensen,61,59,71,92,96
Herman Wagoner,57,38,38,20,54
Irma Rishel,73,21,63,19,33
Rodney Morris,51,18,52,15,79
Henry Wheeler,36,86,15,65,61
James Messer,58,53,100,100,59
David Mcneil,60,43,61,22,96
Cheryl Cook,15,76,100,77,18
Perry Beltran,92,50,17,49,82
Patrica Briones,93,83,29,6,21
Margaret Reyna,47,54,5,55,40
Nellie Sturgis,29,49,96,27,61
Jacqueline Bormann,0,48,81,39,82
Michelle Downey,55,22,26,39,80
Betsy Chicoine,10,68,36,55,63
Mary Baird,41,19,1,34,8
Darlene Sequra,50,97,21,39,47
Rebecca Jimenez,41,53,97,92,0
Byron Wesley,98,53,78,50,81
June Lewis,62,35,97,86,66
Mary Rocco,86,92,47,23,93
Amy Turnage,94,86,86,7,87
Jose Harwood,88,86,40,36,18
Dusty Cerda,78,19,48,10,95
Susan Boman,64,27,11,15,12
Marilyn Snyder,100,52,25,84,98
William Stoglin,77,52,26,27,14
Teresa Allen,44,64,99,79,19
Gertrude Carter,55,38,32,44,100
Martha Young,46,5,11,62,62
Henry Sullivan,6,36,59,9,99
Maria Carmichael,43,21,61,93,86
Eleanor Conklin,92,76,39,91,34
Kimberly Lewis,72,47,1,41,0
Donna Byler,99,9,39,88,89
Vincent Barry,40,54,75,36,94
Anna Labrie,20,0,69,71,88
Jeremy Gilmore,4,72,0,100,80
Thomas Grady,59,78,18,0,21
Richard Turner,98,94,74,32,96
Johnny Hood,32,77,99,49,57
Melanie Pratt,14,36,26,14,7
Ricky Naranjo,26,30,66,61,86
Stephen Miranda,26,27,43,67,52
Horace Smith,92,93,64,62,65
Francis Robinson,74,47,54,41,29
Armando Byington,54,18,35,22,9
Ryan Rushford,35,63,5,84,7
Jack Bernstein,44,98,89,55,89
Greg Harrison,14,87,97,76,86
Brenda White,38,38,87,16,9
Michael Antolin,44,57,89,15,25
Maria Mcnally,50,54,36,72,64
Linda George,88,2,13,86,7
Mary Kellum,73,88,95,87,48
Kevin Rodriguez,94,18,92,84,66
Robert Bailey,24,54,67,20,11
Robert Sansoucy,49,59,21,77,32
Mary Malkani,72,85,27,72,13
Byron Vineyard,98,66,25,56,33
Misty Tamondong,17,61,40,28,21
Jerry Thompson,24,48,3,43,5
Carol Harris,68,64,26,32,63
James Bruggeman,17,4,58,87,41
Alfonso Fuller,92,48,96,69,35
Mathew Alexander,5,74,34,95,32
Evelyn Childress,58,0,96,55,0
Maria Harlan,32,16,5,66,70
Kevin Ku,88,10,68,85,62
Zachary Carson,87,71,28,86,13
Lauretta Vazquez,100,77,53,82,92
Brian Herrera,21,69,100,81,82
Iliana Snyder,19,4,70,67,30
Gloria Fontana,5,1,72,74,39
Esther Dilsaver,55,23,91,73,62
Johnnie Reay,28,20,10,82,45
Jimmy Hamilton,29,13,89,79,43
Carmen Belcher,1,45,72,23,92
Miriam Hunt,9,81,97,36,78
Tamatha Song,73,4,2,83,64
Phillip Erickson,76,6,5,96,37
Scott Hearne,93,59,50,22,48
Julia Kraft,33,29,44,94,10
Sherrie Dunkin,39,92,30,66,91
Christine Crosby,100,92,46,62,70
Allen Johnson,90,4,90,11,50
Alexis Squires,100,93,31,22,90
Laureen Williams,73,89,85,4,16
Derek Fox,35,57,58,62,15
Jason Sheppard,92,20,57,75,12
Rubye Alexander,12,34,5,99,33
Adela Overholt,62,69,46,22,9
Hiroko Kennedy,69,92,51,69,12
Jane Hathaway,99,82,27,34,48
Ronald Francis,45,74,39,16,29
Jimmy Arreola,23,50,94,10,70
Florencia Quezada,3,19,81,40,30
Gregory Alamilla,39,67,83,3,87
Diana Vann,39,79,74,70,91
Christine Woodward,76,70,2,27,26
Sally Davis,55,98,59,95,47
Gordon Trevino,90,46,74,78,86
Charles Stamm,49,53,53,89,1
Jennifer Tyler,35,56,90,52,19
Ethel Gottlieb,22,96,5,100,95
Charles Thompson,23,23,79,46,29
Amie Eichenlaub,16,52,9,55,35
Joshua Bickerstaff,91,99,72,26,19
Andrew Bedwell,29,66,71,36,0
Rex Samaroo,59,18,19,23,9
Dorothy Rickert,29,5,16,58,33
Marco Ko,27,41,19,91,79
Kenneth Campbell,62,64,39,20,68
Stacy Toney,12,60,46,5,87
Kim Brown,98,46,66,57,94
Bertha Hobbs,10,50,9,8,28
Aaron Pals,60,58,7,8,86
Patrick Eubanks,2,21,93,96,55
Martha Schmidt,92,12,77,100,1
Britney Shin,93,16,85,12,11
Mary Donnellan,11,95,62,80,61
Ada Figueroa,52,5,61,15,37
Whitney Mercado,49,38,75,25,79
Mark Buntin,48,93,86,73,59
Rhonda Eastman,60,53,71,6,47
Laura Vue,71,95,4,30,99
Kenneth Fowler,20,10,98,16,41
Cecil Cowger,11,62,92,23,10
Sheila Parker,55,84,22,12,15
Kenneth Cooper,33,47,100,6,6
Nancy Deshay,36,89,45,61,82
Jennifer Sulley,86,78,97,81,52
Robert Ray,91,92,33,14,59
Cassandra Nickisch,74,69,35,68,27
Karen Kuter,37,41,75,57,94
Jean Rodriguez,0,12,49,78,84
Corey Payne,41,3,6,87,32
Kristy Naylor,84,98,2,45,19
Tameka Cadwell,35,70,69,88,37
Glen Perryman,10,80,70,66,95
Samantha Smith,38,51,2,33,37
Rebecca Smith,6,7,74,52,57
Audrey Youngs,89,73,58,10,24
Hassan Joseph,45,84,82,3,66
Irwin Curtis,26,8,4,73,91
Deborah Landis,72,81,67,2,49
Emily Vega,42,6,67,26,36
Mitzi Cohan,3,54,11,26,30
Walter Stuart,59,63,59,66,38
Sharon Fields,72,54,18,50,30
Paul Blanks,14,98,41,32,79
Juan Lainhart,1,66,38,19,51
Rose Kruckenberg,91,6,80,28,56
Arthur Hogan,61,83,68,54,9
Geneva Mason,7,69,56,56,92
Rick Moreles,84,72,92,21,73
Jasper Perez,41,21,88,34,38
Virgil Redden,55,31,49,43,23
Darren Brown,87,17,14,58,19
Kelly Mcdermott,7,7,53,97,3
David Weafer,16,8,92,57,45
Joshua Curry,84,68,24,90,19
Annie Hooper,16,73,31,13,87
Kathleen Kornreich,91,95,75,36,30
Sylvia Sewell,17,88,51,96,51
Herman Bevan,99,1,93,24,81
Hoa Coomer,47,23,54,97,41
Edith Pollock,12,93,72,97,29
David Genova,2,20,6,85,40
Clayton Volz,50,34,6,25,47
Brian Gay,4,57,7,53,63
Steven Price,20,84,64,49,69
Kim Egbert,82,36,17,33,37
Kristi Lopez,4,44,42,52,59
Christine Blevins,7,38,41,16,35
Doris Combee,25,55,56,72,100
Lawrence Gibson,67,65,9,20,13
Frankie Vulich,32,67,78,76,74
Jose Degeorge,87,30,66,13,65
Shawn Harris,10,22,48,41,34
Michael Boyce,33,54,36,43,72
Kristel Thornsberry,40,57,75,41,90
Virginia Wilson,86,30,80,41,99
Steven Robinson,65,89,34,48,2
Matthew Smith,78,61,80,49,60
Rod Griffin,50,22,43,20,65
David Armstrong,6,43,77,41,35
John Patterson,21,56,28,52,48
Lyle Wellman,67,37,1,87,14
Corey Spotwood,17,76,71,14,25
Janette Fisher,48,61,79,44,3
Richard Bey,47,22,65,56,78
Isaac Timko,70,86,57,24,34
Samuel Trout,48,94,26,46,2
Christopher Baer,88,32,35,18,74
Paul Lindsey,38,62,36,47,3
Patricia Castro,99,81,46,80,64
Brent Sherman,47,51,48,91,64
Brenda Barnes,17,56,21,87,50
Mamie Knutson,60,54,61,86,53
Dorothy Leonard,79,57,87,78,97
Marcia Roberson,35,45,97,78,65
Jerry Kinard,15,47,24,60,25
Antonio Flook,27,41,72,3,100
Amanda Parkins,22,99,82,81,95
William Weaver,89,16,34,75,34
Fred Ramos,8,85,21,18,66
Catherine Ryals,34,21,65,65,94
Ellen Reid,67,99,94,84,94
Mary Burns,58,61,95,75,52
Shirley Rodriquez,40,98,75,99,69
Miss Mckinney,71,59,83,41,8
William Amari,66,79,91,45,25
Beverly Kropff,50,53,40,58,80
John Pace,32,1,25,22,47
George Bautista,15,52,71,78,60
Louie Holloway,64,77,19,42,6
Rita Burnham,5,69,38,9,39
Dale Smith,54,63,58,15,29
Andrea Fultz,14,38,0,91,15
Sharon Krupa,79,6,76,86,96
Evelyn Jack,69,76,66,20,100
Anthony Wright,19,98,73,10,15
Nicki Baxter,16,87,25,86,29
John Goulet,91,89,32,69,45
Charlene Gregory,80,12,32,25,77
Damon Stanley,36,71,39,52,72
Richard Hysell,87,56,100,69,96
Haley Brady,29,93,17,96,27
Stanley Lincoln,42,22,89,65,51
Brandon Channell,56,32,49,44,33
Kyle Slagle,18,56,16,66,71
James Coleman,83,13,55,21,16
Jennifer Vazquez,51,38,37,44,24
Elizabeth Pope,87,56,34,8,41
Martha Webb,61,100,89,80,93
Daniel Walsh,71,83,0,60,55
Velda Priesmeyer,8,21,86,18,55
Matthew Pruitt,42,43,64,15,88
Curt Bryant,28,98,82,30,20
Anna Hanlon,32,31,47,39,70
Guadalupe Landrum,8,50,82,85,51
Joshua Kennard,74,11,100,10,30
Heather Hermes,8,62,96,94,80
Shantell Ligon,87,67,30,58,9
Martha King,68,6,54,17,48
Raymond Slattery,12,27,61,66,39
Matthew Davis,53,44,61,87,1
Jeanene Snider,87,85,73,34,99
Cheryl Benn,55,84,54,22,87
Juan Baldwin,13,7,28,14,4
George Fox,82,6,75,85,39
Brian Brooks,11,79,39,56,70
Amanda Vasquez,63,87,31,89,18
Emily Smith,95,11,6,81,40
James Wetenkamp,14,88,75,83,71
Pearl Woodby,75,38,25,31,1
Jesse Traub,14,3,97,88,57
Dolores Vasquez,79,68,47,5,83
Ayana Purnell,61,23,95,37,38
Nancy Rodriguez,38,12,78,12,96
Dawn Devine,18,24,99,63,59
Kathleen Williams,13,70,0,73,21
Ralph Tejeda,22,83,45,30,51
Jason Castorena,77,18,52,20,35
Margaret Brown,0,72,5,90,3
Carolyn Shelton,82,8,25,90,58
William Smith,21,57,82,19,23
John Scharmer,20,21,9,45,46
Brenda Cordial,28,97,79,86,37
Sally Aston,41,49,74,73,4
James Christenson,3,85,93,6,93
Terry Bentley,83,91,60,17,45
Bonnie Grooms,44,30,2,49,19
Melanie Alaniz,89,29,17,97,86
Howard Lane,25,2,64,1,17
Lori Corrie,31,88,88,4,50
Thelma Green,51,50,54,18,95
Larry Cody,11,62,98,55,39
Howard Smith,72,47,1,97,85
Marion Stephens,80,79,53,99,58
Tony Marter,1,58,5,81,91
Shane Becker,14,77,98,79,8
James Munoz,50,44,59,22,34
Roland Morgan,74,5,20,80,32
June Hodge,95,43,24,31,78
Robert Reed,97,45,45,8,50
Nancy Alexander,24,13,25,8,78
Jeremy Vanegas,90,85,37,98,75
William Shield,80,41,0,42,52
Mandy Mitchell,82,92,65,25,97
Gregory Edwards,28,62,24,73,93
Eva Angle,85,14,39,98,98
James Jacobson,72,91,29,72,19
Andrea Londono,12,71,86,91,65
Kevin Kazarian,43,51,7,68,63
Loren Marshall,39,61,22,56,62
Patricia Santana,2,44,100,36,21
Joseph Shelton,40,18,86,15,95
Frank Hampton,46,82,86,92,62
Walter Stevens,4,22,27,69,89
Lowell Massie,12,92,74,13,87
William Cambell,99,52,33,32,33
April Downing,15,10,20,66,100
Sandra Simms,52,52,80,67,25
Helen Sisk,25,92,19,86,4
Russell Pipes,11,50,21,39,89
James Welk,75,22,28,8,72
Lucile Butts,1,95,12,77,48
Tony Schmidt,47,26,36,13,50
Jessica Mansur,3,22,44,32,57
Bennie Burg,83,79,53,50,54
Ruth Carroll,12,43,62,3,51
Andrew Walker,49,88,76,14,26
Clifford Hinkle,75,10,21,89,23
Michelle Starr,16,46,48,0,44
Alejandro Herron,40,86,66,12,96
John Evans,87,14,58,69,38
Blanche Seaney,3,29,8,46,96
Amy Murphy,67,64,27,14,84
Jeffrey Muise,47,88,30,49,21
Robert Kelly,84,68,65,84,37
Mack Herrera,53,40,42,45,83
Mary Atkins,41,81,61,15,81
Gloria Mosier,75,80,76,31,24
Charles Haley,63,38,28,31,98
Inez Travis,22,31,21,6,56
Sarah Porter,77,1,27,42,78
Kayla White,68,51,82,7,47
Melissa White,46,42,45,1,93
Donald Outlaw,6,55,98,65,85
James Johnson,39,85,66,31,12
James Pries,33,64,76,78,87
Cindi Meckes,80,35,10,68,93
Maria Miller,12,91,17,33,69
Michele Rybicki,73,51,76,0,63
Sara Flores,28,31,74,52,62
Vanessa Wade,80,80,11,59,85
Kathleen Lacount,2,23,57,14,20
Virgilio Dilday,68,94,72,50,18
Larry Hill,47,36,63,21,75
Amanda Rucker,72,96,77,61,77
Reinaldo Lantz,73,97,85,83,26
Ronald Cameron,39,40,36,98,82
Bruno Aliaga,49,55,85,82,69
William Brentley,28,18,76,4,63
Ross Konty,83,6,50,48,53
Valentin Morgan,98,55,51,97,62
Arthur Townsend,1,93,15,48,61
Michael Wilson,15,53,84,34,4
Michael Pape,61,99,57,70,35
Thelma Williams,75,19,51,87,13
Susan Capuano,4,8,90,84,45
Peter Valentine,73,78,52,45,0
Steven Sims,96,32,67,49,41
Joe Unger,13,18,59,53,59
Derrick Nicoletti,75,50,26,61,36
Tommie Vargo,4,43,55,33,38
Robin Cutrona,35,66,28,88,45
David Childers,91,99,82,2,36
Gary Foster,86,6,23,70,90
Patricia Martin,85,77,81,44,77
Carl Torres,19,83,81,85,91
Susan Heishman,40,53,16,32,8
Ruben Roussos,67,83,75,67,28
Jimmy Santacruz,7,81,52,29,42
Brian Jones,37,8,86,39,20
Agnes Smith,41,16,79,91,83
Elizabeth Barber,47,51,68,72,37
Sally Vines,21,0,92,82,57
Herbert Christensen,39,53,72,29,36
Joyce Russell,68,40,69,60,86
Sandra Shapiro,70,13,41,43,80
James Haymes,72,65,70,40,98
Nicholas Salcido,97,22,33,6,74
Debora Guy,32,85,6,74,98
James Lamontagne,6,20,39,64,49
Charles Myers,28,55,60,82,99
Diane Fernandez,49,36,76,5,90
Barbara Pool,32,73,51,7,80
Edmond Dann,24,15,99,39,26
Lisa Seelbach,88,86,78,33,30
Mildred Hengl,17,45,33,9,34
Joseph Castlen,11,59,40,14,61
Bruce Reyes,2,60,55,35,7
Betty Jelinek,85,41,91,53,4
Sarah Patock,43,94,51,74,17
James Lambert,91,12,10,9,30
Tracy Everson,1,90,82,46,9
Jesus Jordan,78,90,19,49,41
Marc Marinas,5,11,5,82,29
Daniel Bennett,26,92,1,31,34
Anne Harrison,42,51,91,16,99
Donovan Taliaferro,91,26,57,72,10
May Osbourn,15,56,27,22,74
Robyn Wysocki,22,36,66,36,76
Earl Fewell,90,9,28,11,26
Eric Subert,23,10,58,6,80
Judy Haaf,17,63,54,67,27
Verna Carroll,45,86,23,49,27
Adrienne Brown,30,26,11,20,50
Lola Costa,3,83,45,17,95
Juan Coker,65,7,55,92,81
Emily Dilley,56,85,35,31,69
Sharon May,28,85,91,58,21
Ryan Hallett,41,60,65,48,52
Shirley Campbell,50,35,77,6,22
Alisha Harrison,74,76,98,42,77
Jeff Blackstock,7,50,13,23,75
Steven Delaney,90,57,4,60,28
Lindsey Beck,53,29,8,34,37
Lisa Land,67,33,30,56,10
Aurora Tibbles,73,29,12,17,57
Gladys Irby,92,25,94,94,88
Eleanor Gardner,99,75,86,3,25
Stephanie Leal,52,14,73,96,59
Iris Thomas,47,53,84,3,60
Mildred Santos,22,3,68,36,50
Joshua Payne,22,68,40,36,23
Felice Smith,65,1,30,32,33
Stephanie Jemison,70,59,84,88,59
Jason Clements,26,2,1,0,75
Michael Macumber,93,19,59,0,63
Myrna Mills,17,74,50,91,84
Dolores Andrews,20,44,64,81,77
Amelia Peterson,42,47,99,91,25
Ethel Burchett,91,43,43,24,77
Pauline Sanders,15,55,67,36,15
Aaron Karo,58,89,85,42,3
Amy Casey,49,95,78,94,45
